Cage,Rack,Label,Physical IP,Management IP,IPv6(Global Unicast),Server Type,OS,ZService,Component,Group,BIOS Version,BMC Version,Serial Number,Vendor,Server Model,Installation Date,Motherboard Model,IPMI Version,Redfish Version,Kernel Version,MAC Address,RAM (GB),Memory Encryption,Drive Type,Disk Encryption,CPU Model,CPU(s),Physical CPU,CPU Cores,CPU Architecture,Disk Count,Total Disk Size,Role,Power Consumed (W),Server Age,PO Number,VLAN
CT1B,CT1B-505,CT1B-505-C2U06,10.65.140.99,10.62.212.254,-,PHYSICAL_SERVER,Debian 12.9,-,-,-,2.9,1.06,0123456789,Supermicro,Super Server,07-08-2026,-,2.0,1.21.1,6.1.123,b8:e9:24:38:46:34,128,None,Mixed,HW Encryption Supported,INTEL(R) XEON(R) GOLD 5512U,56,1,28,x86_64,5,32.5 TB,-,167,0,-,CT1-VIRTUALIZATION-HOST
CT1D,CT1D-0501,CT1D-0501-S2U24,10.65.109.79,10.62.212.172,-,PHYSICAL_SERVER,Debian 12.9,-,-,-,1.3,1.00,2O23682503,Supermicro,AS -2126HS-TN,28-11-2025,H14DSH,2.0,1.21.0,6.1.123,9c:63:c0:1b:6a:ea,1024,None,NVMe,HW Encryption Supported,AMD EPYC 9554 64-Core Processor,256,2,64,x86_64,3,92.1 TB,-,267,0,ZOHO EST/24-25/2235,CT1-COMPUTE-NONSAS-1
CT1D,CT1D-0508,CT1D-0508-S1U25,172.20.98.240,10.62.212.174,-,PHYSICAL_SERVER,Debian 12.9,ZVPOnDemand,MPRServer,MPRServer-qa,1.9a.V1,b.03,A515042X5203167,Supermicro,AS -1115HS-TNR,19-06-2025,H13SSH,2.0,1.14.0,6.1.123,c4:70:bd:30:79:ae,128,None,NVMe,HW Encryption Supported,AMD EPYC 9534 64-Core Processor,128,1,64,x86_64,1,3.8 TB,-,-1,1,ZOHO EST/24-25/2185,VLAN-172.20
NWL-HALL3-POD3-ROW6,CT1D-0601,CT1D-0601-D1R14,172.20.73.238,10.62.212.52,-,PHYSICAL_SERVER,Debian 12.9,Logs,ElasticSearch-DataNode,"zlogs-es1,zlogs-es2",1.10.6,7.10,6JHD874,Dell Inc.,PowerEdge R6615,22-03-2025,0WC07MA03,2.0,1.20.1,6.1.123,b8:e9:24:b4:a2:5c,512,None,NVMe,HW Encryption Supported,AMD EPYC 9334 32-Core Processor,64,1,32,x86_64,6,46.2 TB,-,196,1,ZOHOEST/24-25/2080,VLAN-172.20
NWL-HALL3-POD3-ROW6,CT1D-0601,CT1D-0601-D1R15,10.65.141.8,10.62.212.51,-,PHYSICAL_SERVER,Debian 12.9,Logs,ElasticSearch-DataNode,"zlogs-es1,zlogs-es2",1.10.6,7.10,G8JC874,Dell Inc.,PowerEdge R6615,22-03-2025,0WC07MA03,2.0,1.20.1,6.1.123,b8:e9:24:b4:ab:8c,512,None,NVMe,HW Encryption Supported,AMD EPYC 9334 32-Core Processor,64,1,32,x86_64,6,46.2 TB,-,267,1,ZOHOEST/24-25/2080,CT1-VIRTUALIZATION-HOST
NWL-HALL3-POD3-ROW6,CT1D-0601,CT1D-0601-D1R17,10.65.141.55,10.62.212.59,-,KVM,Debian 12.7,-,-,-,1.10.6,7.10,FBVC874,Dell Inc.,PowerEdge R6615,21-03-2025,0WC07MA03,2.0,1.20.1,6.1.112,b8:e9:24:aa:d4:da,512,None,NVMe,Not Known,AMD EPYC 9534 64-Core Processor,128,1,64,x86_64,8,30.4 TB,-,488,1,ZOHOEST/24-25/2079,CT1-VIRTUALIZATION-HOST
NWL-HALL3-POD3-ROW6,CT1D-0601,CT1D-0601-D1R18,10.65.141.53,10.62.212.68,-,KVM,Debian 12.7,-,-,-,1.10.6,7.10,FHHD874,Dell Inc.,PowerEdge R6615,21-03-2025,0WC07MA03,2.0,1.20.1,6.1.112,b8:e9:24:aa:d5:76,512,None,NVMe,HW Encryption Supported,AMD EPYC 9534 64-Core Processor,128,1,64,x86_64,6,22.8 TB,-,495,1,ZOHOEST/24-25/2079,CT1-VIRTUALIZATION-HOST
NWL-HALL3-POD3-ROW6,CT1D-0601,CT1D-0601-D1R19,10.65.141.54,10.62.212.67,-,KVM,Debian 12.7,-,-,-,1.10.6,7.10,68JC874,Dell Inc.,PowerEdge R6615,21-03-2025,0WC07MA03,2.0,1.20.1,6.1.112,b8:e9:24:aa:d5:5e,512,None,NVMe,Not Known,AMD EPYC 9534 64-Core Processor,128,1,64,x86_64,7,26.6 TB,-,532,1,ZOHOEST/24-25/2079,CT1-VIRTUALIZATION-HOST
NWL-HALL3-POD3-ROW6,CT1D-0601,CT1D-0601-D1R20,10.65.141.60,10.62.212.61,-,KVM,Debian 12.7,-,-,-,1.10.6,7.10,58JC874,Dell Inc.,PowerEdge R6615,26-03-2025,0WC07MA03,2.0,1.20.1,6.1.112,b8:e9:24:aa:d3:18,512,None,NVMe,Not Known,AMD EPYC 9534 64-Core Processor,128,1,64,x86_64,7,26.6 TB,-,448,1,ZOHOEST/24-25/2079,CT1-VIRTUALIZATION-HOST
NWL-HALL3-POD3-ROW6,CT1D-0601,CT1D-0601-D1R22,172.20.93.2,10.62.212.136,-,PHYSICAL_SERVER,Debian 12.9,-,-,-,1.10.6,7.20,7FGC874,Dell Inc.,PowerEdge R6615,03-12-2025,0WC07MA03,2.0,1.20.1,6.1.123,b8:e9:24:aa:fd:02,512,None,NVMe,Not Known,AMD EPYC 9534 64-Core Processor,128,1,64,x86_64,5,19 TB,-,206,0,ZOHOEST/24-25/2010,VLAN-172.20
NWL-HALL3-POD3-ROW6,CT1D-0601,CT1D-0601-D1R25,10.65.140.204,10.62.212.135,-,KVM,Debian 12.9,-,-,-,1.10.6,7.10,HHSC874,Dell Inc.,PowerEdge R6615,15-04-2025,0WC07MA03,2.0,1.20.1,6.1.112,b8:e9:24:b4:9d:d6,512,None,NVMe,Not Known,AMD EPYC 9534 64-Core Processor,128,1,64,x86_64,9,30.9 TB,-,581,1,ZOHOEST/24-25/2010,CT1-VIRTUALIZATION-HOST
NWL-HALL3-POD3-ROW6,CT1D-0601,CT1D-0601-D1R26,10.191.252.243,10.62.212.63,-,PHYSICAL_SERVER,Debian 13.1,Catalyst,Sparkler-Worker,Worker,1.10.6,7.10,C8JC874,Dell Inc.,PowerEdge R6615,22-03-2025,0WC07MA02,2.0,1.20.1,6.12.48,e0:9d:73:11:17:7a,128,None,Mixed,Not Known,AMD EPYC 9334 32-Core Processor,64,1,32,x86_64,2,3.8 TB,-,173,1,ZOHOEST/24-25/2080,CATALYST-CONTAINERS_VLAN
NWL-HALL3-POD3-ROW6,CT1D-0601,CT1D-0601-D1R27,10.65.168.218,10.62.212.66,-,PHYSICAL_SERVER,FreeBSD 14.4-p6,Zorro,TESTServer,FreeBSD_WT_testing,1.10.6,7.10,3JHD874,Dell Inc.,PowerEdge R6615,22-03-2025,0WC07MA02,2.0,1.20.1,14.4-RELEASE-p6,c4:cb:e1:e7:1c:ac,128,Unknown,NVMe,Not Known,AMD EPYC 9334 32-Core Processor,64,1,32,x86_64,2,4.3 TB,-,-1,1,ZOHOEST/24-25/2080,CT1-CRM-QA-AUTOMATION
NWL-HALL3-POD3-ROW6,CT1D-0601,CT1D-0601-D1R28,10.191.252.244,10.62.212.53,-,PHYSICAL_SERVER,Debian 13.1,Catalyst,Sparkler-Worker,Worker,1.10.6,7.10,CF5D874,Dell Inc.,PowerEdge R6615,22-03-2025,0WC07MA02,2.0,1.20.1,6.12.48,e0:9d:73:11:17:fe,128,None,Mixed,Not Known,AMD EPYC 9334 32-Core Processor,64,1,32,x86_64,2,3.8 TB,-,169,1,ZOHOEST/24-25/2080,CATALYST-CONTAINERS_VLAN
NWL-HALL3-POD3-ROW6,CT1D-0601,CT1D-0601-D1R31,10.65.141.52,10.62.212.50,-,KVM,Debian 12.7,-,-,-,1.10.6,7.10,BBVC874,Dell Inc.,PowerEdge R6615,22-03-2025,0WC07MA03,2.0,1.20.1,6.1.112,b8:e9:24:b4:9e:9c,512,None,NVMe,HW Encryption Supported,AMD EPYC 9534 64-Core Processor,128,1,64,x86_64,6,22.8 TB,-,425,1,ZOHOEST/24-25/2079,CT1-VIRTUALIZATION-HOST
NWL-HALL3-POD3-ROW6,CT1D-0601,CT1D-0601-D1R32,10.65.141.51,10.62.212.64,-,KVM,Debian 12.7,-,-,-,1.10.6,7.10,BHHD874,Dell Inc.,PowerEdge R6615,21-03-2025,0WC07MA03,2.0,1.20.1,6.1.112,e0:9d:73:11:17:32,512,None,NVMe,HW Encryption Supported,AMD EPYC 9534 64-Core Processor,128,1,64,x86_64,6,22.8 TB,-,460,1,ZOHOEST/24-25/2079,CT1-VIRTUALIZATION-HOST
NWL-HALL3-POD3-ROW6,CT1D-0601,CT1D-0601-D1R33,10.65.140.225,10.62.212.65,-,KVM,Debian 12.7,-,-,-,1.10.6,7.10,38JC874,Dell Inc.,PowerEdge R6615,24-03-2025,0WC07MA03,2.0,1.20.1,6.1.112,e0:9d:73:11:17:2c,512,None,NVMe,HW Encryption Supported,AMD EPYC 9534 64-Core Processor,128,1,64,x86_64,6,22.8 TB,-,473,1,ZOHOEST/24-25/2079,CT1-VIRTUALIZATION-HOST
NWL-HALL3-POD3-ROW6,CT1D-0601,CT1D-0601-D1R34,10.65.140.222,10.62.212.57,-,KVM,Debian 12.7,-,-,-,1.10.6,7.10,3F5D874,Dell Inc.,PowerEdge R6615,26-03-2025,0WC07MA03,2.0,1.20.1,6.1.112,b8:e9:24:aa:d3:b4,512,None,NVMe,HW Encryption Supported,AMD EPYC 9534 64-Core Processor,128,1,64,x86_64,7,26.6 TB,-,450,1,ZOHOEST/24-25/2079,CT1-VIRTUALIZATION-HOST
NWL-HALL3-POD3-ROW6,CT1D-0601,CT1D-0601-D1R35,10.65.140.221,10.62.212.55,-,KVM,Debian 12.7,-,-,-,1.10.6,7.10,CBVC874,Dell Inc.,PowerEdge R6615,26-03-2025,0WC07MA03,2.0,1.20.1,6.1.112,b8:e9:24:aa:d5:70,512,None,NVMe,HW Encryption Supported,AMD EPYC 9534 64-Core Processor,128,1,64,x86_64,8,30.4 TB,-,446,1,ZOHOEST/24-25/2079,CT1-VIRTUALIZATION-HOST
NWL-HALL3-POD3-ROW6,CT1D-0601,CT1D-0601-D1R36,10.65.140.201,10.62.212.134,-,KVM,Debian 12.9,-,-,-,1.10.6,7.10,8FGC874,Dell Inc.,PowerEdge R6615,15-04-2025,0WC07MA03,2.0,1.20.1,6.1.112,b8:e9:24:b4:9e:54,512,None,NVMe,Not Known,AMD EPYC 9534 64-Core Processor,128,1,64,x86_64,7,23.3 TB,-,427,1,ZOHOEST/24-25/2010,CT1-VIRTUALIZATION-HOST
NWL-HALL3-POD3-ROW6,CT1D-0601,CT1D-0601-D1R37,10.65.140.203,10.62.212.133,-,KVM,Debian 12.9,-,-,-,1.10.6,7.10,JHSC874,Dell Inc.,PowerEdge R6615,15-04-2025,0WC07MA03,2.0,1.20.1,6.1.112,5c:25:73:5d:87:42,512,None,NVMe,Not Known,AMD EPYC 9534 64-Core Processor,128,1,64,x86_64,10,34.7 TB,-,580,1,ZOHOEST/24-25/2010,CT1-VIRTUALIZATION-HOST
NWL-HALL3-POD3-ROW6,CT1D-0601,CT1D-0601-D1R38,10.65.140.199,10.62.212.132,-,KVM,Debian 12.9,-,-,-,1.10.6,7.10,JNFD874,Dell Inc.,PowerEdge R6615,15-04-2025,0WC07MA03,2.0,1.20.1,6.1.112,b8:e9:24:aa:fd:1a,512,None,NVMe,Not Known,AMD EPYC 9534 64-Core Processor,128,1,64,x86_64,9,30.9 TB,-,443,1,ZOHOEST/24-25/2010,CT1-VIRTUALIZATION-HOST
NWL-HALL3-POD3-ROW6,CT1D-0601,CT1D-0601-S5G05,172.20.239.207,10.62.213.1,-,KVM,Debian 12.9,-,-,-,3.4,1.74,S309085X0303714,Supermicro,SYS-4029GP-TRT2,27-08-2026,X11DPG-OT-CPU,2.0,1.8.0,6.1.123,30:3e:a7:01:1b:64,768,Unknown,NVMe,HW Encryption Not Supported,Intel(R) Xeon(R) Gold 5218 CPU @ 2.30GHz,64,2,16,x86_64,1,3.8 TB,-,973,0,-,VLAN-172.20
NWL-HALL3-POD3-ROW6,CT1D-0602,CT1D-0602-D1R12,172.20.208.104,10.62.212.74,-,PHYSICAL_SERVER,Debian 12.9,Docs,zdpreviewengine,contentprocessor-v1,1.10.6,7.10,B06D874,Dell Inc.,PowerEdge R6615,10-07-2025,0WC07MA03,2.0,1.20.1,6.1.123,e0:9d:73:11:34:7e,512,None,NVMe,Not Known,AMD EPYC 9334 32-Core Processor,64,1,32,x86_64,5,19 TB,-,197,1,ZOHOEST/24-25/2080,VLAN-172.20
NWL-HALL3-POD3-ROW6,CT1D-0602,CT1D-0602-D1R13,10.62.130.25,10.62.212.72,-,PHYSICAL_SERVER,Debian 12.9,LB-Regr-Setup1,Test-Server,NA,1.10.6,7.10,BVJC874,Dell Inc.,PowerEdge R6615,22-03-2025,0WC07MA03,2.0,1.20.1,6.1.123,e0:9d:73:11:18:4c,128,None,NVMe,HW Encryption Supported,AMD EPYC 9334 32-Core Processor,64,1,32,x86_64,2,7.6 TB,-,175,1,ZOHOEST/24-25/2080,CT1B-LB_Regression_setup1
NWL-HALL3-POD3-ROW6,CT1D-0602,CT1D-0602-D1R14,10.62.21.69,10.62.212.73,-,PHYSICAL_SERVER,Debian 12.9,Search,MySQL,default,1.10.6,7.10,33JD874,Dell Inc.,PowerEdge R6615,22-03-2025,0WC07MA03,2.0,1.20.1,6.1.123,e0:9d:73:11:18:9a,128,None,NVMe,HW Encryption Supported,AMD EPYC 9334 32-Core Processor,64,1,32,x86_64,2,7.6 TB,Slave,189,1,ZOHOEST/24-25/2080,CT1B-VLAN2
NWL-HALL3-POD3-ROW6,CT1D-0602,CT1D-0602-D1R15,10.65.141.4,10.62.212.77,-,PHYSICAL_SERVER,Debian 12.9,Logs,ElasticSearch-DataNode,"zlogs-es1,zlogs-es2",1.10.6,7.10,3YVC874,Dell Inc.,PowerEdge R6615,22-03-2025,0WC07MA03,2.0,1.20.1,6.1.123,e0:9d:73:11:18:dc,512,None,NVMe,HW Encryption Supported,AMD EPYC 9334 32-Core Processor,64,1,32,x86_64,6,46.2 TB,-,295,1,ZOHOEST/24-25/2080,CT1-VIRTUALIZATION-HOST
NWL-HALL3-POD3-ROW6,CT1D-0602,CT1D-0602-D1R17,10.65.141.56,10.62.212.89,-,KVM,Debian 12.7,-,-,-,1.10.6,7.10,1F5D874,Dell Inc.,PowerEdge R6615,21-03-2025,0WC07MA03,2.0,1.20.1,6.1.112,b8:e9:24:b4:9e:84,512,None,NVMe,HW Encryption Supported,AMD EPYC 9534 64-Core Processor,128,1,64,x86_64,6,22.8 TB,-,490,1,ZOHOEST/24-25/2079,CT1-VIRTUALIZATION-HOST
NWL-HALL3-POD3-ROW6,CT1D-0602,CT1D-0602-D1R18,10.65.141.49,10.62.212.76,-,KVM,Debian 12.7,-,-,-,1.10.6,7.10,9BVC874,Dell Inc.,PowerEdge R6615,22-03-2025,0WC07MA03,2.0,1.20.1,6.1.112,e0:9d:73:11:17:38,512,None,NVMe,HW Encryption Supported,AMD EPYC 9534 64-Core Processor,128,1,64,x86_64,6,22.8 TB,-,445,1,ZOHOEST/24-25/2079,CT1-VIRTUALIZATION-HOST
NWL-HALL3-POD3-ROW6,CT1D-0602,CT1D-0602-D1R19,10.65.141.48,10.62.212.78,-,KVM,Debian 12.7,-,-,-,1.10.6,7.10,9HHD874,Dell Inc.,PowerEdge R6615,22-03-2025,0WC07MA03,2.0,1.20.1,6.1.112,e0:9d:73:11:16:90,512,None,NVMe,HW Encryption Supported,AMD EPYC 9534 64-Core Processor,128,1,64,x86_64,8,30.4 TB,-,492,1,ZOHOEST/24-25/2079,CT1-VIRTUALIZATION-HOST
NWL-HALL3-POD3-ROW6,CT1D-0602,CT1D-0602-D1R20,10.65.141.47,10.62.212.88,-,KVM,Debian 12.7,-,-,-,1.10.6,7.10,28JC874,Dell Inc.,PowerEdge R6615,22-03-2025,0WC07MA03,2.0,1.20.1,6.1.112,e0:9d:73:11:16:cc,512,None,NVMe,HW Encryption Supported,AMD EPYC 9534 64-Core Processor,128,1,64,x86_64,6,22.8 TB,-,464,1,ZOHOEST/24-25/2079,CT1-VIRTUALIZATION-HOST
NWL-HALL3-POD3-ROW6,CT1D-0602,CT1D-0602-D1R21,10.65.141.46,10.62.212.79,-,KVM,Debian 12.7,-,-,-,1.10.6,7.10,2F5D874,Dell Inc.,PowerEdge R6615,22-03-2025,0WC07MA03,2.0,1.20.1,6.1.112,b8:e9:24:b4:9e:a2,512,None,NVMe,HW Encryption Supported,AMD EPYC 9534 64-Core Processor,128,1,64,x86_64,6,22.8 TB,-,482,1,ZOHOEST/24-25/2079,CT1-VIRTUALIZATION-HOST
NWL-HALL3-POD3-ROW6,CT1D-0602,CT1D-0602-D1R25,10.65.140.198,10.62.212.142,-,KVM,Debian 12.9,-,-,-,1.10.6,7.10,6FGC874,Dell Inc.,PowerEdge R6615,15-04-2025,0WC07MA03,2.0,1.20.1,6.1.112,b8:e9:24:aa:fa:62,512,None,NVMe,Not Known,AMD EPYC 9534 64-Core Processor,128,1,64,x86_64,8,31 TB,-,474,1,ZOHOEST/24-25/2010,CT1-VIRTUALIZATION-HOST
NWL-HALL3-POD3-ROW6,CT1D-0602,CT1D-0602-D1R26,10.65.140.206,10.62.212.81,-,CONTAINER_HOST,Debian 12.9,-,-,-,1.10.6,7.10,JHHD874,Dell Inc.,PowerEdge R6615,22-03-2025,0WC07MA03,2.0,1.20.1,6.1.112,b8:e9:24:aa:d3:6c,128,None,NVMe,Not Known,AMD EPYC 9334 32-Core Processor,64,1,32,x86_64,3,11.4 TB,-,209,1,ZOHOEST/24-25/2080,CT1-VIRTUALIZATION-HOST
NWL-HALL3-POD3-ROW6,CT1D-0602,CT1D-0602-D1R28,10.62.130.26,10.62.212.80,-,PHYSICAL_SERVER,Debian 12.9,LB-Regr-Setup1,Test-Server,NA,1.10.6,7.10,1JHD874,Dell Inc.,PowerEdge R6615,22-03-2025,0WC07MA03,2.0,1.20.1,6.1.123,b8:e9:24:aa:d3:2a,128,None,NVMe,HW Encryption Supported,AMD EPYC 9334 32-Core Processor,64,1,32,x86_64,1,3.8 TB,-,162,1,ZOHOEST/24-25/2080,CT1B-LB_Regression_setup1
NWL-HALL3-POD3-ROW6,CT1D-0602,CT1D-0602-D1R29,10.65.140.205,10.62.212.86,-,CONTAINER_HOST,Debian 12.9,-,-,-,1.10.6,7.10,98JC874,Dell Inc.,PowerEdge R6615,22-03-2025,0WC07MA03,2.0,1.20.1,6.1.112,b8:e9:24:aa:d4:aa,128,None,NVMe,Not Known,AMD EPYC 9334 32-Core Processor,64,1,32,x86_64,3,11.4 TB,-,177,1,ZOHOEST/24-25/2080,CT1-VIRTUALIZATION-HOST
NWL-HALL3-POD3-ROW6,CT1D-0602,CT1D-0602-D1R31,10.65.141.45,10.62.212.70,-,KVM,Debian 12.7,-,-,-,1.10.6,7.10,6F5D874,Dell Inc.,PowerEdge R6615,22-03-2025,0WC07MA03,2.0,1.20.1,6.1.112,b8:e9:24:aa:d5:d6,512,None,NVMe,HW Encryption Supported,AMD EPYC 9534 64-Core Processor,128,1,64,x86_64,6,22.8 TB,-,427,1,ZOHOEST/24-25/2079,CT1-VIRTUALIZATION-HOST
NWL-HALL3-POD3-ROW6,CT1D-0602,CT1D-0602-D1R32,10.65.141.44,10.62.212.82,-,KVM,Debian 12.7,-,-,-,1.10.6,7.10,GBVC874,Dell Inc.,PowerEdge R6615,22-03-2025,0WC07MA03,2.0,1.20.1,6.1.112,b8:e9:24:aa:d2:d6,512,None,NVMe,HW Encryption Supported,AMD EPYC 9534 64-Core Processor,128,1,64,x86_64,6,22.8 TB,-,452,1,ZOHOEST/24-25/2079,CT1-VIRTUALIZATION-HOST
NWL-HALL3-POD3-ROW6,CT1D-0602,CT1D-0602-D1R33,10.65.141.43,10.62.212.85,-,KVM,Debian 12.7,-,-,-,1.10.6,7.10,GHHD874,Dell Inc.,PowerEdge R6615,22-03-2025,0WC07MA03,2.0,1.20.1,6.1.112,b8:e9:24:aa:d5:40,512,None,NVMe,HW Encryption Supported,AMD EPYC 9534 64-Core Processor,128,1,64,x86_64,6,22.8 TB,-,495,1,ZOHOEST/24-25/2079,CT1-VIRTUALIZATION-HOST
NWL-HALL3-POD3-ROW6,CT1D-0602,CT1D-0602-D1R34,10.65.140.219,10.62.212.83,-,KVM,Debian 12.7,-,-,-,1.10.6,7.10,78JC874,Dell Inc.,PowerEdge R6615,26-03-2025,0WC07MA03,2.0,1.20.1,6.1.112,b8:e9:24:aa:d4:e0,512,None,NVMe,HW Encryption Supported,AMD EPYC 9534 64-Core Processor,128,1,64,x86_64,6,22.8 TB,-,280,1,ZOHOEST/24-25/2079,CT1-VIRTUALIZATION-HOST
NWL-HALL3-POD3-ROW6,CT1D-0602,CT1D-0602-D1R35,10.65.140.220,10.62.212.84,-,KVM,Debian 12.7,-,-,-,1.10.6,7.10,7F5D874,Dell Inc.,PowerEdge R6615,26-03-2025,0WC07MA03,2.0,1.20.1,6.1.112,b8:e9:24:aa:d5:1c,512,None,NVMe,HW Encryption Supported,AMD EPYC 9534 64-Core Processor,128,1,64,x86_64,6,22.8 TB,-,476,1,ZOHOEST/24-25/2079,CT1-VIRTUALIZATION-HOST
NWL-HALL3-POD3-ROW6,CT1D-0602,CT1D-0602-D1R36,10.65.140.194,10.62.212.141,-,KVM,Debian 12.9,-,-,-,1.10.6,7.10,9FGC874,Dell Inc.,PowerEdge R6615,16-04-2025,0WC07MA03,2.0,1.20.1,6.1.112,b8:e9:24:aa:fc:f0,512,None,NVMe,Not Known,AMD EPYC 9534 64-Core Processor,128,1,64,x86_64,7,23.3 TB,-,461,1,ZOHOEST/24-25/2010,CT1-VIRTUALIZATION-HOST
NWL-HALL3-POD3-ROW6,CT1D-0602,CT1D-0602-D1R37,10.65.140.197,10.62.212.140,-,KVM,Debian 12.9,-,-,-,1.10.6,7.10,9L3D874,Dell Inc.,PowerEdge R6615,15-04-2025,0WC07MA03,2.0,1.20.1,6.1.112,b8:e9:24:aa:fa:32,512,None,NVMe,Not Known,AMD EPYC 9534 64-Core Processor,128,1,64,x86_64,7,23.3 TB,-,449,1,ZOHOEST/24-25/2010,CT1-VIRTUALIZATION-HOST
NWL-HALL3-POD3-ROW6,CT1D-0602,CT1D-0602-D1R38,10.65.140.200,10.62.212.139,-,KVM,Debian 12.9,-,-,-,1.10.6,7.10,2JSC874,Dell Inc.,PowerEdge R6615,15-04-2025,0WC07MA03,2.0,1.20.1,6.1.112,b8:e9:24:b4:9d:10,512,None,NVMe,Not Known,AMD EPYC 9534 64-Core Processor,128,1,64,x86_64,7,23.3 TB,-,573,1,ZOHOEST/24-25/2010,CT1-VIRTUALIZATION-HOST
NWL-HALL3-POD3-ROW6,CT1D-0602,CT1D-0602-D1R39,10.65.140.196,10.62.212.138,-,KVM,Debian 12.9,-,-,-,1.10.6,7.10,2PFD874,Dell Inc.,PowerEdge R6615,15-04-2025,0WC07MA03,2.0,1.20.1,6.1.112,b8:e9:24:b4:9c:c8,512,None,NVMe,Not Known,AMD EPYC 9534 64-Core Processor,128,1,64,x86_64,7,23.3 TB,-,425,1,ZOHOEST/24-25/2010,CT1-VIRTUALIZATION-HOST
NWL-HALL3-POD3-ROW6,CT1D-0602,CT1D-0602-D1R40,10.65.140.195,10.62.212.137,-,KVM,Debian 12.9,-,-,-,1.10.6,7.10,6L3D874,Dell Inc.,PowerEdge R6615,15-04-2025,0WC07MA03,2.0,1.20.1,6.1.112,b8:e9:24:aa:fa:4a,512,None,NVMe,Not Known,AMD EPYC 9534 64-Core Processor,128,1,64,x86_64,7,23.3 TB,-,430,1,ZOHOEST/24-25/2010,CT1-VIRTUALIZATION-HOST
NWL-HALL3-POD3-ROW6,CT1D-0603,CT1D-0603-D1R11,10.65.140.102,10.62.212.175,-,CONTAINER_HOST,Debian 12.9,-,-,-,1.10.6,7.10,4VJC874,Dell Inc.,PowerEdge R6615,01-09-2025,0WC07MA03,2.0,1.20.1,6.1.123,e0:9d:73:11:1a:26,512,-,NVMe,HW Encryption Supported,AMD EPYC 9534 64-Core Processor,128,1,64,x86_64,5,19 TB,-,233,1,ZOHOEST/24-25/2076,CT1-VIRTUALIZATION-HOST
NWL-HALL3-POD3-ROW6,CT1D-0603,CT1D-0603-D1R12,10.62.21.70,10.62.212.95,-,PHYSICAL_SERVER,Debian 12.9,Search,MySQL,default,1.10.6,7.10,D8JC874,Dell Inc.,PowerEdge R6615,22-03-2025,0WC07MA02,2.0,1.20.1,6.1.123,e0:9d:73:11:16:3c,128,None,NVMe,HW Encryption Supported,AMD EPYC 9334 32-Core Processor,64,1,32,x86_64,2,7.6 TB,Master,168,1,ZOHOEST/24-25/2080,CT1B-VLAN2
NWL-HALL3-POD3-ROW6,CT1D-0603,CT1D-0603-D1R13,10.65.140.254,10.62.212.106,-,PHYSICAL_SERVER,Debian 12.7,Support-Kubernetes,Desk-Kubernetes-Node,Desk-Kubernetes,1.10.6,7.10,DF5D874,Dell Inc.,PowerEdge R6615,22-03-2025,0WC07MA02,2.0,-,6.1.112,e0:9d:73:11:18:8e,256,-,NVMe,HW Encryption Supported,AMD EPYC 9334 32-Core Processor,64,1,32,x86_64,1,3.8 TB,-,166,1,ZOHOEST/24-25/2080,CT1-VIRTUALIZATION-HOST
NWL-HALL3-POD3-ROW6,CT1D-0603,CT1D-0603-D1R14,10.65.141.0,10.62.212.105,-,PHYSICAL_SERVER,Debian 12.7,Support-Kubernetes,Desk-Kubernetes-Node,Desk-Kubernetes,1.10.6,7.10,5CVC874,Dell Inc.,PowerEdge R6615,22-03-2025,0WC07MA02,2.0,1.20.1,6.1.112,e0:9d:73:11:17:aa,256,None,NVMe,HW Encryption Supported,AMD EPYC 9334 32-Core Processor,64,1,32,x86_64,1,3.8 TB,-,170,1,ZOHOEST/24-25/2080,CT1-VIRTUALIZATION-HOST
NWL-HALL3-POD3-ROW6,CT1D-0603,CT1D-0603-D1R15,10.65.141.1,10.62.212.93,-,PHYSICAL_SERVER,Debian 12.7,Support-Kubernetes,Desk-Kubernetes-Node,Desk-Kubernetes,1.10.6,7.10,5JHD874,Dell Inc.,PowerEdge R6615,22-03-2025,0WC07MA02,2.0,1.20.1,6.1.112,b8:e9:24:b4:ab:68,256,None,NVMe,HW Encryption Supported,AMD EPYC 9334 32-Core Processor,64,1,32,x86_64,1,3.8 TB,-,164,1,ZOHOEST/24-25/2080,CT1-VIRTUALIZATION-HOST
NWL-HALL3-POD3-ROW6,CT1D-0603,CT1D-0603-D1R16,10.65.141.2,10.62.212.107,-,PHYSICAL_SERVER,Debian 12.7,Support-Kubernetes,Desk-Kubernetes-Node,Desk-Kubernetes,1.10.6,7.10,F8JC874,Dell Inc.,PowerEdge R6615,22-03-2025,0WC07MA02,2.0,1.20.1,6.1.112,b8:e9:24:b4:ab:86,256,None,NVMe,HW Encryption Supported,AMD EPYC 9334 32-Core Processor,64,1,32,x86_64,1,3.8 TB,-,165,1,ZOHOEST/24-25/2080,CT1-VIRTUALIZATION-HOST
NWL-HALL3-POD3-ROW6,CT1D-0603,CT1D-0603-D1R17,10.65.141.42,10.62.212.109,-,KVM,Debian 12.7,-,-,-,1.10.6,7.10,8BVC874,Dell Inc.,PowerEdge R6615,22-03-2025,0WC07MA03,2.0,1.20.1,6.1.112,e0:9d:73:11:16:f0,512,None,NVMe,HW Encryption Supported,AMD EPYC 9534 64-Core Processor,128,1,64,x86_64,6,22.8 TB,-,418,1,ZOHOEST/24-25/2079,CT1-VIRTUALIZATION-HOST
