Cage,Rack,Label,Physical IP,Management IP,IPv6(Global Unicast),Server Type,OS,ZService,Component,Group,BIOS Version,BMC Version,Serial Number,Vendor,Server Model,Installation Date,Motherboard Model,IPMI Version,Redfish Version,Kernel Version,MAC Address,RAM (GB),Memory Encryption,Drive Type,Disk Encryption,CPU Model,CPU(s),Physical CPU,CPU Cores,CPU Architecture,Disk Count,Total Disk Size,Role,Power Consumed (W),Server Age,PO Number,VLAN
Cage1,CT04,CT04-D2C29-N1,172.20.37.93,172.20.132.52,-,KVM,CentOS Linux release 7.6.1810 (Core),-,-,-,1.4.5,3.21,99SJ6Q2,Dell Inc.,PowerEdge C6420,22-03-2019,0K2TT6A09,2.0,1.2.0,3.10.0-957.5.1.el7.x86_64,b4:96:91:2d:b5:30,128,Unknown,HDD,HW Encryption Enabled,Intel(R) Xeon(R) Silver 4114 CPU @ 2.20GHz,40,2,10,x86_64,4,4.8 TB,-,116,7,-,VLAN-172.20
Cage1,CT04,CT04-D2C29-N2,192.168.187.130,172.20.132.53,-,KVM,CentOS Linux release 7.6.1810 (Core),-,-,-,1.4.5,3.21,99TH6Q2,Dell Inc.,PowerEdge C6420,03-04-2019,0K2TT6A09,2.0,1.2.0,3.10.0-957.5.1.el7.x86_64,b4:96:91:25:e6:4c,128,Unknown,HDD,Not Known,Intel(R) Xeon(R) Silver 4114 CPU @ 2.20GHz,40,2,10,x86_64,3,3.4 TB,-,101,7,-,LOCALZOHO-CORP
Cage1,CT04,CT04-D2C29-N4,172.20.37.204,172.20.132.55,-,KVM,CentOS Linux release 7.6.1810 (Core),-,-,-,1.4.5,3.21,99TN6Q2,Dell Inc.,PowerEdge C6420,03-05-2019,0K2TT6A09,2.0,1.2.0,3.10.0-957.5.1.el7.x86_64,b4:96:91:25:ea:ac,128,-,HDD,HW Encryption Partially Enabled,Intel(R) Xeon(R) Silver 4114 CPU @ 2.20GHz,40,2,10,x86_64,4,4.8 TB,-,135,7,-,VLAN-172.20
Cage1,CT04,CT04-I1U10,10.73.88.22,10.71.89.3,-,PHYSICAL_SERVER,Debian 12.9,-,-,-,NTLDBG2.IPC.3544.P80.2603271205,18.51,NTL-0009,P Zoho Corporation,Nathu La,15-05-2026,B-ZBSNTL-1S,2.0,1.17.0,6.1.123,-,64,Unknown,NVMe,HW Encryption Not Supported,Intel(R) Xeon(R) 6710E,64,1,64,x86_64,1,500 GB,-,-1,0,-,Test-Nathula
Cage1,CT04,CT04-MCB07-N1,172.20.207.233,172.20.132.208,-,CONTAINER_HOST,Debian 12.9,-,-,-,2.00,1.42,S13584424C21155,Supermicro,SYS-5038ML-H12TRF,23-06-2020,X10SLE,2.0,-,6.1.112,0c:c4:7a:15:e4:31,32,Unknown,HDD,HW Encryption Not Supported,Intel(R) Xeon(R) CPU E3-1275L v3 @ 2.70GHz,8,1,4,x86_64,2,16 TB,-,37,6,-,VLAN-172.20
Cage1,CT04,CT04-MCB07-N7,172.20.213.196,172.20.132.214,-,PHYSICAL_SERVER,Debian 12.9,Logs,ElasticSearch-DataNode,NA,2.00,4.00,S13584424C21153,Supermicro,SYS-5038ML-H12TRF,23-06-2020,X10SLE,2.0,-,6.1.123,0c:c4:7a:15:de:28,32,Unknown,HDD,HW Encryption Not Supported,Intel(R) Xeon(R) CPU E3-1275L v3 @ 2.70GHz,8,1,4,x86_64,2,8 TB,-,21,6,-,VLAN-172.20
Cage1,CT04,CT04-MCB07-N8,172.20.208.140,172.20.132.215,-,CONTAINER_HOST,Debian 13.4,-,-,-,2.00,3.88,S13584424C21153,Supermicro,SYS-5038ML-H12TRF,23-06-2020,X10SLE,2.0,-,6.12.74,0c:c4:7a:15:d9:8d,32,Unknown,HDD,HW Encryption Not Supported,Intel(R) Xeon(R) CPU E3-1275L v3 @ 2.70GHz,8,1,4,x86_64,2,16 TB,-,64,6,-,VLAN-172.20
Cage1,CT04,CT04-MCB07-N9,172.20.208.139,172.20.132.216,-,CONTAINER_HOST,Debian 12.9,-,-,-,2.00,4.00,S13584424C21153,Supermicro,SYS-5038ML-H12TRF,23-06-2020,X10SLE,2.0,-,6.1.112,0c:c4:7a:15:e4:4d,32,Unknown,HDD,HW Encryption Not Supported,Intel(R) Xeon(R) CPU E3-1275L v3 @ 2.70GHz,8,1,4,x86_64,2,16 TB,-,28,6,-,VLAN-172.20
Cage1,CT04,CT04-P1U27,172.20.30.7,-,-,PHYSICAL_SERVER,CentOS release 5.6 (Final),LocalImageServer,ImageServer,NA,-,-,0,Panthic,-,01-01-1970,-,-,-,2.6.18-238.9.1.el5,E0:69:95:72:FF:DA,0,-,-,Not Known,-,-,-,-,-,-,0 GB,-,0,56,-,VLAN-172.20
Cage1,CT05,CT05-D2C09-N1,172.20.33.1,172.20.131.43,-,PHYSICAL_SERVER,Debian 12.9,CWS,Kubernetes-Worker,worker,1.4.5,3.21,9B2K6Q2,Dell Inc.,PowerEdge C6420,29-08-2018,0K2TT6A09,2.0,1.2.0,6.1.123,b4:96:91:2d:ad:f4,128,Unknown,Mixed,Not Known,Intel(R) Xeon(R) Silver 4114 CPU @ 2.20GHz,40,2,10,x86_64,9,4.3 TB,-,118,8,-,VLAN-172.20
Cage1,CT05,CT05-D2C09-N2,10.191.252.252,172.20.131.44,-,PHYSICAL_SERVER,Debian 12.6,Catalyst,Sparkler-Worker,Worker,1.4.5,3.21,9B2P6Q2,Dell Inc.,PowerEdge C6420,13-09-2018,0K2TT6A09,2.0,1.2.0,6.1.76,06:00:ac:10:04:65,128,Unknown,SSD,HW Encryption Supported,Intel(R) Xeon(R) Silver 4114 CPU @ 2.20GHz,40,2,10,x86_64,1,3.8 TB,-,105,8,-,CATALYST-CONTAINERS_VLAN
Cage1,CT05,CT05-D2C09-N3,172.20.33.38,172.20.131.45,-,KVM,Debian 12.6,-,-,-,1.4.5,3.21,9B2M6Q2,Dell Inc.,PowerEdge C6420,03-09-2018,0K2TT6A09,2.0,1.2.0,6.1.112,b4:96:91:2d:b1:d0,64,Unknown,HDD,HW Encryption Not Supported,Intel(R) Xeon(R) Silver 4114 CPU @ 2.20GHz,40,2,10,x86_64,2,2 TB,-,109,8,-,VLAN-172.20
Cage1,CT05,CT05-D2C27-N2,192.168.187.220,172.20.132.122,-,PHYSICAL_SERVER,Debian 12.9,Mi,MySQL,analytics,1.6.11,3.21,99SP6Q2,Dell Inc.,PowerEdge C6420,27-09-2019,0K2TT6A08,2.0,1.2.0,6.1.123,b4:96:91:2a:11:54,128,Unknown,NVMe,HW Encryption Supported,Intel(R) Xeon(R) Silver 4110 CPU @ 2.10GHz,32,2,8,x86_64,2,15.4 TB,Master,-1,6,-,LOCALZOHO-CORP
Cage1,CT05,CT05-D2C27-N3,172.20.81.148,172.20.132.123,-,CONTAINER_HOST,Debian 12.9,-,-,-,1.5.6,3.21,99SL6Q2,Dell Inc.,PowerEdge C6420,18-09-2019,0K2TT6A08,2.0,1.2.0,6.1.123,b4:96:91:2b:fd:10,128,None,HDD,HW Encryption Not Supported,Intel(R) Xeon(R) Silver 4110 CPU @ 2.10GHz,32,2,8,x86_64,6,6 TB,-,106,6,-,VLAN-172.20
Cage1,CT05,CT05-D2C27-N4,172.20.239.176,172.20.132.121,-,PHYSICAL_SERVER,Debian 13.5,-,-,-,1.5.6,3.21,99SG6Q2,Dell Inc.,PowerEdge C6420,18-09-2019,0K2TT6A08,2.0,1.2.0,6.12.90-kexec,b4:96:91:2b:fd:34,32,Unknown,HDD,HW Encryption Not Supported,Intel(R) Xeon(R) Silver 4110 CPU @ 2.10GHz,32,2,8,x86_64,1,1 TB,-,97,6,-,VLAN-172.20
Cage1,CT05,CT05-D2C31-N1,172.20.42.75,172.20.132.148,-,KVM,CentOS Linux release 7.6.1810 (Core),-,-,-,2.3.10,3.36,8KKP6Q2,Dell Inc.,PowerEdge C6420,27-09-2019,0YTVTTA04,2.0,1.4.0,3.10.0-957.21.3.el7.x86_64,b4:96:91:25:ee:9c,128,Unknown,HDD,Not Known,Intel(R) Xeon(R) Silver 4114 CPU @ 2.20GHz,40,2,10,x86_64,6,6 TB,-,84,6,-,VLAN-172.20
Cage1,CT05,CT05-D2C31-N2,172.20.42.76,172.20.132.149,-,KVM,CentOS Linux release 7.6.1810 (Core),-,-,-,1.4.5,3.21,8KLG6Q2,Dell Inc.,PowerEdge C6420,29-09-2019,0K2TT6A09,2.0,1.2.0,3.10.0-957.21.3.el7.x86_64,b4:96:91:25:f1:1c,128,Unknown,HDD,HW Encryption Not Supported,Intel(R) Xeon(R) Silver 4114 CPU @ 2.20GHz,40,2,10,x86_64,6,6 TB,-,108,6,-,VLAN-172.20
Cage1,CT05,CT05-D2C31-N3,172.20.42.114,172.20.132.150,-,KVM,CentOS Linux release 7.6.1810 (Core),-,-,-,1.4.5,3.21,8KKQ6Q2,Dell Inc.,PowerEdge C6420,29-09-2019,0K2TT6A09,2.0,1.2.0,3.10.0-957.21.3.el7.x86_64,b4:96:91:25:ee:bc,128,Unknown,HDD,HW Encryption Not Supported,Intel(R) Xeon(R) Silver 4114 CPU @ 2.20GHz,40,2,10,x86_64,6,6 TB,-,115,6,-,VLAN-172.20
Cage1,CT05,CT05-D2C31-N4,192.168.187.8,172.20.132.151,-,PHYSICAL_SERVER,Debian 12.9,Mi,AppServer,ZopeParser,1.4.5,3.21,8KLH6Q2,Dell Inc.,PowerEdge C6420,08-10-2019,0K2TT6A08,2.0,1.2.0,6.1.123,b4:96:91:25:ee:e0,128,Unknown,NVMe,HW Encryption Supported,Intel(R) Xeon(R) Silver 4114 CPU @ 2.20GHz,40,2,10,x86_64,1,3.8 TB,-,115,6,-,LOCALZOHO-CORP
Cage1,CT05,CT05-I2U13-N1,172.20.39.187,172.20.132.101,-,KVM,CentOS Linux release 7.6.1810 (Core),-,-,-,SE5C620.86B.00.01.0015.110720180833,1.74,BQE991490022,Intel Corporation,S2600BPB,04-06-2019,H87926-552,2.0,-,3.10.0-957.21.3.el7.x86_64,a4:bf:01:2e:98:8a,128,Unknown,HDD,HW Encryption Not Supported,Intel(R) Xeon(R) Silver 4114 CPU @ 2.20GHz,40,2,10,x86_64,5,6 TB,-,-1,7,-,VLAN-172.20
Cage1,CT05,CT05-I2U13-N2,172.20.39.173,172.20.132.102,-,PHYSICAL_SERVER,CentOS Linux release 7.6.1810 (Core),-,-,-,SE5C620.86B.00.01.0015.110720180833,1.74,BQE991490022,Intel Corporation,S2600BPB,03-06-2019,H87926-552,2.0,-,3.10.0-957.5.1.el7.x86_64,a4:bf:01:2e:05:88,128,Unknown,HDD,HW Encryption Not Supported,Intel(R) Xeon(R) Silver 4114 CPU @ 2.20GHz,40,2,10,x86_64,5,5 TB,-,-1,7,-,VLAN-172.20
Cage1,CT05,CT05-I2U13-N3,172.20.39.174,172.20.132.103,-,PHYSICAL_SERVER,CentOS Linux release 7.6.1810 (Core),-,-,-,SE5C620.86B.00.01.0015.110720180833,1.74,BQE991490022,Intel Corporation,S2600BPB,03-06-2019,H87926-552,2.0,-,3.10.0-957.5.1.el7.x86_64,a4:bf:01:2e:a1:e5,128,Unknown,HDD,HW Encryption Not Supported,Intel(R) Xeon(R) Silver 4114 CPU @ 2.20GHz,40,2,10,x86_64,6,6 TB,-,-1,7,-,VLAN-172.20
Cage1,CT05,CT05-I2U13-N4,172.20.39.175,172.20.132.104,-,KVM,CentOS Linux release 7.6.1810 (Core),-,-,-,SE5C620.86B.00.01.0015.110720180833,1.74,BQE991490022,Intel Corporation,S2600BPB,03-06-2019,H87926-552,2.0,-,3.10.0-957.5.1.el7.x86_64,a4:bf:01:2e:0b:e6,128,Unknown,HDD,HW Encryption Not Supported,Intel(R) Xeon(R) Silver 4114 CPU @ 2.20GHz,40,2,10,x86_64,6,6 TB,-,-1,7,-,VLAN-172.20
Cage1,CT05,CT05-I2U15-N1,172.20.40.48,172.20.98.150,-,KVM,CentOS Linux release 7.6.1810 (Core),-,-,-,SE5C620.86B.00.01.0015.110720180833,1.74,BQE991490014,Intel Corporation,S2600BPB,06-06-2019,H87926-552,2.0,1.1.0,3.10.0-957.21.3.el7.x86_64,a4:bf:01:2e:02:c7,128,Unknown,HDD,HW Encryption Not Supported,Intel(R) Xeon(R) Silver 4114 CPU @ 2.20GHz,40,2,10,x86_64,5,6 TB,-,-1,7,-,VLAN-172.20
Cage1,CT05,CT05-I2U15-N2,172.20.39.176,172.20.39.190,-,KVM,CentOS Linux release 7.6.1810 (Core),-,-,-,-,1.74,BQE991490014,Intel Corporation,S2600BPB,03-06-2019,H87926-552,2.0,-,3.10.0-957.5.1.el7.x86_64,a4:bf:01:2e:08:a8,128,-,HDD,HW Encryption Not Supported,Intel(R) Xeon(R) Silver 4114 CPU @ 2.20GHz,40,2,10,x86_64,6,6 TB,-,-1,7,-,VLAN-172.20
Cage1,CT05,CT05-I2U15-N3,172.20.202.158,172.20.98.157,-,CONTAINER_HOST,Debian 12.7,-,-,-,SE5C620.86B.00.01.0015.110720180833,1.74,BQE991490014,Intel Corporation,S2600BPB,23-07-2019,H87926-552,2.0,-,6.1.112,a4:bf:01:2e:a8:c5,128,Unknown,HDD,HW Encryption Not Supported,Intel(R) Xeon(R) Silver 4114 CPU @ 2.20GHz,40,2,10,x86_64,6,6 TB,-,-1,7,-,VLAN-172.20
Cage1,CT05,CT05-I2U15-N4,172.20.39.184,172.20.132.108,-,KVM,CentOS Linux release 7.6.1810 (Core),-,-,-,SE5C620.86B.00.01.0015.110720180833,1.74,BQE991490014,Intel Corporation,S2600BPB,23-07-2019,H87926-552,2.0,-,3.10.0-957.21.3.el7.x86_64,a4:bf:01:2e:84:30,128,Unknown,HDD,HW Encryption Not Supported,Intel(R) Xeon(R) Silver 4114 CPU @ 2.20GHz,40,2,10,x86_64,6,6 TB,-,-1,7,-,VLAN-172.20
Cage1,CT05,CT05-I2U17-N1,172.20.39.177,172.20.132.109,-,KVM,CentOS Linux release 7.6.1810 (Core),-,-,-,SE5C620.86B.00.01.0015.110720180833,1.74,BQE991490015,Intel Corporation,S2600BPB,03-06-2019,H87926-552,2.0,-,3.10.0-957.5.1.el7.x86_64,a4:bf:01:2e:98:8f,128,-,HDD,HW Encryption Not Supported,Intel(R) Xeon(R) Silver 4114 CPU @ 2.20GHz,40,2,10,x86_64,5,6 TB,-,-1,7,-,VLAN-172.20
Cage1,CT05,CT05-I2U17-N2,172.20.39.178,172.20.132.110,-,KVM,CentOS Linux release 7.6.1810 (Core),-,-,-,SE5C620.86B.00.01.0015.110720180833,1.74,BQE991490015,Intel Corporation,S2600BPB,03-06-2019,H87926-552,2.0,-,3.10.0-957.5.1.el7.x86_64,a4:bf:01:2e:09:ed,128,Unknown,HDD,HW Encryption Not Supported,Intel(R) Xeon(R) Silver 4114 CPU @ 2.20GHz,40,2,10,x86_64,5,6 TB,-,-1,7,-,VLAN-172.20
Cage1,CT05,CT05-I2U17-N3,172.20.40.49,172.20.132.111,-,KVM,CentOS Linux release 7.6.1810 (Core),-,-,-,-,1.74,BQE991490015,Intel Corporation,S2600BPB,06-06-2019,H87926-552,2.0,-,3.10.0-957.5.1.el7.x86_64,a4:bf:01:2e:a7:a8,128,-,HDD,Not Known,Intel(R) Xeon(R) Silver 4114 CPU @ 2.20GHz,40,2,10,x86_64,6,6 TB,-,-1,7,-,VLAN-172.20
Cage1,CT05,CT05-I2U17-N4,172.20.84.188,172.20.54.17,-,KVM,Debian 11.3,-,-,-,SE5C620.86B.00.01.0015.110720180833,1.74,BQE991490015,Intel Corporation,S2600BPB,04-06-2019,H87926-552,2.0,-,5.10.106,a4:bf:01:2e:04:4d,256,Unknown,SSD,Not Known,Intel(R) Xeon(R) Silver 4114 CPU @ 2.20GHz,40,2,10,x86_64,5,7.6 TB,-,-1,7,-,VLAN-172.20
Cage1,CT05,CT05-I2U19-N1,172.20.87.177,172.20.132.113,-,KVM,Debian 11.7,-,-,-,SE5C620.86B.00.01.0015.110720180833,1.74,BQE991490027,Intel Corporation,S2600BPB,28-06-2019,H87926-552,2.0,-,5.10.191,a4:bf:01:2e:9b:23,512,Unknown,SSD,HW Encryption Supported,Intel(R) Xeon(R) Silver 4114 CPU @ 2.20GHz,40,2,10,x86_64,3,16.4 TB,-,-1,7,-,VLAN-172.20
Cage1,CT05,CT05-I2U19-N2,10.65.39.246,10.65.39.244,-,KVM,Debian 12.9,-,-,-,SE5C620.86B.00.01.0015.110720180833,1.74,BQE991490027,Intel Corporation,S2600BPB,04-06-2019,H87926-552,2.0,1.1.0,6.1.112,a4:bf:01:2e:80:25,128,Unknown,SSD,HW Encryption Supported,Intel(R) Xeon(R) Silver 4114 CPU @ 2.20GHz,40,2,10,x86_64,1,3.8 TB,-,-1,7,-,CT1B-VORTEX
Cage1,CT05,CT05-I2U19-N3,172.20.39.182,172.20.76.112,-,PHYSICAL_SERVER,Debian 12.9,Crm,Zlabs-CStore,LocalZohoAutomation1,SE5C620.86B.00.01.0015.110720180833,1.74,BQE991490027,Intel Corporation,S2600BPB,04-06-2019,H87926-552,2.0,1.1.0,6.1.123,a4:bf:01:2e:a7:f3,128,Unknown,SSD,HW Encryption Supported,Intel(R) Xeon(R) Silver 4114 CPU @ 2.20GHz,40,2,10,x86_64,2,1.9 TB,-,-1,7,-,VLAN-172.20
Cage1,CT05,CT05-I2U19-N4,172.20.39.181,172.20.132.116,-,PHYSICAL_SERVER,CentOS Linux release 7.6.1810 (Core),-,-,-,-,1.74,BQE991490027,Intel Corporation,S2600BPB,04-06-2019,H87926-552,2.0,-,3.10.0-957.21.3.el7.x86_64,a4:bf:01:2d:e6:63,128,Unknown,SSD,HW Encryption Supported,Intel(R) Xeon(R) Silver 4114 CPU @ 2.20GHz,40,2,10,x86_64,2,1.9 TB,-,-1,7,-,VLAN-172.20
Cage1,CT05,CT05-I2U25-N1,172.20.39.183,172.20.94.139,-,PHYSICAL_SERVER,Debian 11.7,CWS,Kubernetes-Worker,worker,SE5C620.86B.00.01.0015.110720180833,1.74,BQE991490032,Intel Corporation,S2600BPB,10-06-2019,H87926-552,2.0,-,5.10.191,a4:bf:01:2e:03:8f,256,-,Mixed,Not Known,Intel(R) Xeon(R) Silver 4110 CPU @ 2.10GHz,32,2,8,x86_64,12,2.1 TB,-,-1,7,-,VLAN-172.20
Cage1,CT05,CT05-I2U25-N2,172.20.39.185,172.20.132.118,-,PHYSICAL_SERVER,Debian 11.7,-,-,-,-,1.74,BQE991490032,Intel Corporation,S2600BPB,03-06-2019,H87926-552,2.0,-,5.10.191,a4:bf:01:2e:ad:d9,128,-,SSD,HW Encryption Supported,Intel(R) Xeon(R) Silver 4110 CPU @ 2.10GHz,32,2,8,x86_64,1,1.9 TB,-,-1,7,-,VLAN-172.20
Cage1,CT05,CT05-I2U25-N3,172.20.40.60,172.20.85.150,-,PHYSICAL_SERVER,Debian 12.6,Docs,zdpreviewengine,ZDVideoU30,SE5C620.86B.00.01.0015.110720180833,1.74,BQE991490032,Intel Corporation,S2600BPB,04-06-2019,H87926-552,2.0,-,5.10.191,a4:bf:01:2e:0a:8d,64,Unknown,SSD,HW Encryption Supported,Intel(R) Xeon(R) Silver 4110 CPU @ 2.10GHz,32,2,8,x86_64,1,1.9 TB,-,-1,7,-,VLAN-172.20
Cage1,CT05,CT05-I2U25-N4,172.20.39.186,172.20.94.45,-,PHYSICAL_SERVER,Debian 11.9,ZorroTharun,Test-Server,NA,SE5C620.86B.00.01.0015.110720180833,1.74,BQE991490032,Intel Corporation,S2600BPB,05-06-2019,H87926-552,2.0,-,5.10.191,a4:bf:01:2e:97:c2,128,-,SSD,HW Encryption Supported,Intel(R) Xeon(R) Silver 4110 CPU @ 2.10GHz,32,2,8,x86_64,1,1.9 TB,-,-1,7,-,VLAN-172.20
Cage1,CT05,CT05-I2U29-N1,172.20.82.229,172.20.83.59,-,KVM,Debian 12.5,-,-,-,SE5C620.86B.00.01.0015.110720180833,1.74,BQE991490016,Intel Corporation,S2600BPB,02-08-2019,H87926-552,2.0,-,6.1.76,a4:bf:01:2e:a6:54,480,Unknown,SSD,HW Encryption Supported,Intel(R) Xeon(R) Silver 4114 CPU @ 2.20GHz,40,2,10,x86_64,3,23.1 TB,-,-1,7,-,VLAN-172.20
Cage1,CT05,CT05-I2U29-N2,172.20.41.79,172.20.132.133,-,PHYSICAL_SERVER,Debian 12.6,Logs-ZlQuery,ElasticSearch-DataNode,NA,SE5C620.86B.00.01.0015.110720180833,1.74,BQE991490016,Intel Corporation,S2600BPB,02-08-2019,H87926-552,2.0,-,6.1.94,a4:bf:01:2d:f0:40,128,Unknown,HDD,HW Encryption Not Supported,Intel(R) Xeon(R) Silver 4114 CPU @ 2.20GHz,40,2,10,x86_64,6,6 TB,-,-1,7,-,VLAN-172.20
Cage1,CT05,CT05-I2U29-N3,172.20.204.233,172.20.132.134,-,PHYSICAL_SERVER,Debian 13.5,-,-,-,-,1.74,BQE991490016,Intel Corporation,S2600BPB,02-08-2019,H87926-552,2.0,-,6.12.90,3a:c3:42:bf:92:d9,32,Unknown,SSD,HW Encryption Supported,Intel(R) Xeon(R) Silver 4114 CPU @ 2.20GHz,40,2,10,x86_64,1,3.8 TB,-,-1,7,-,VLAN-172.20
Cage1,CT05,CT05-I2U29-N4,10.191.252.31,172.20.48.165,-,PHYSICAL_SERVER,Debian 12.9,Catalyst,Sparkler-Worker,Worker,SE5C620.86B.00.01.0015.110720180833,1.74,BQE991490016,Intel Corporation,S2600BPB,02-08-2019,H87926-552,2.0,-,6.1.123,a4:bf:01:2e:95:c4,128,Unknown,HDD,HW Encryption Not Supported,Intel(R) Xeon(R) Silver 4114 CPU @ 2.20GHz,40,2,10,x86_64,1,1 TB,-,-1,7,-,CATALYST-CONTAINERS_VLAN
Cage1,CT05,CT05-I2U39-N1,172.20.37.251,172.20.132.73,-,KVM,CentOS Linux release 7.6.1810 (Core),-,-,-,-,2.0,BQE991490025,Intel Corporation,S2600BPB,08-05-2019,H87926-552,1.74,-,3.10.0-957.5.1.el7.x86_64,a4:bf:01:2e:07:9a,128,-,HDD,Not Known,Intel(R) Xeon(R) Silver 4114 CPU @ 2.20GHz,40,2,10,-,5,5 TB,-,-1,7,-,VLAN-172.20
Cage1,CT05,CT05-I2U39-N2,172.20.37.250,172.20.88.60,-,KVM,CentOS Linux release 7.6.1810 (Core),-,-,-,SE5C620.86B.00.01.0015.110720180833,1.74,BQE991490025,Intel Corporation,S2600BPB,08-05-2019,H87926-552,2.0,1.1.0,3.10.0-957.5.1.el7.x86_64,a4:bf:01:2e:9c:95,128,Unknown,HDD,HW Encryption Not Supported,Intel(R) Xeon(R) Silver 4114 CPU @ 2.20GHz,40,2,10,x86_64,4,4 TB,-,-1,7,-,VLAN-172.20
Cage1,CT05,CT05-I2U39-N3,172.20.150.130,172.20.132.75,-,PHYSICAL_SERVER,FreeBSD 13.5,L7,Nginx,L7-RE-TEST,SE5C620.86B.00.01.0015.110720180833,1.74,BQE991490025,Intel Corporation,S2600BPB,08-05-2019,H87926-552,2.0,-,13.5-RELEASE,a4:bf:01:2e:0b:cd,128,Unknown,SSD,Not Known,Intel(R) Xeon(R) Silver 4114 CPU @ 2.20GHz,40,2,10,x86_64,1,7.7 TB,-,-1,7,-,VLAN-172.20
Cage1,CT05,CT05-I2U39-N4,172.20.37.248,172.20.37.253,-,KVM,CentOS Linux release 7.6.1810 (Core),-,-,-,SE5C620.86B.00.01.0015.110720180833,1.74,BQE991490025,Intel Corporation,S2600BPB,08-05-2019,H87926-552,2.0,-,3.10.0-957.21.3.el7.x86_64,a4:bf:01:2e:06:fa,128,Unknown,HDD,HW Encryption Not Supported,Intel(R) Xeon(R) Silver 4114 CPU @ 2.20GHz,40,2,10,x86_64,3,6 TB,-,-1,7,-,VLAN-172.20
Cage1,CT05,CT05-S1C36,172.20.95.251,172.20.132.171,-,KVM,Debian 11.3,-,-,-,1.2,1.23,A326099X9B02199,Supermicro,SYS-5019C-MR,20-12-2019,X11SCM-F,2.0,1.0.1,5.16.12,ac:1f:6b:da:ad:42,32,Unknown,SSD,HW Encryption Supported,Intel(R) Xeon(R) E-2288G CPU @ 3.70GHz,16,1,8,x86_64,1,960 GB,-,47,6,-,VLAN-172.20
Cage1,CT06,CT06-D2C24-N1,172.20.36.99,172.20.132.48,-,KVM,CentOS Linux release 7.4.1708 (Core),-,-,-,1.4.5,3.21,99TP6Q2,Dell Inc.,PowerEdge C6420,14-01-2019,0K2TT6A09,2.0,1.2.0,3.10.0-693.21.1.el7.x86_64,b4:96:91:2d:af:9c,128,Unknown,HDD,HW Encryption Enabled,Intel(R) Xeon(R) Silver 4114 CPU @ 2.20GHz,40,2,10,x86_64,5,6 TB,-,106,7,-,VLAN-172.20
Cage1,CT06,CT06-D2C24-N2,172.20.36.100,172.20.132.49,-,KVM,CentOS Linux release 7.4.1708 (Core),-,-,-,1.4.5,3.21,99WH6Q2,Dell Inc.,PowerEdge C6420,14-01-2019,0K2TT6A09,2.0,1.2.0,3.10.0-693.21.1.el7.x86_64,b4:96:91:2d:94:c4,128,-,HDD,Not Known,Intel(R) Xeon(R) Silver 4114 CPU @ 2.20GHz,40,2,10,x86_64,5,6 TB,-,127,7,-,VLAN-172.20
Cage1,CT06,CT06-D2C24-N3,172.20.36.101,172.20.132.50,-,KVM,CentOS Linux release 7.6.1810 (Core),-,-,-,1.4.5,3.21,99VL6Q2,Dell Inc.,PowerEdge C6420,14-01-2019,0K2TT6A09,2.0,1.2.0,3.10.0-957.5.1.el7.x86_64,b4:96:91:2d:94:60,128,Unknown,HDD,HW Encryption Enabled,Intel(R) Xeon(R) Silver 4114 CPU @ 2.20GHz,40,2,10,x86_64,6,7.2 TB,-,141,7,-,VLAN-172.20
Cage1,CT06,CT06-D2C24-N4,172.20.36.102,172.20.132.51,-,KVM,CentOS Linux release 7.4.1708 (Core),-,-,-,1.4.5,3.21,99WM6Q2,Dell Inc.,PowerEdge C6420,14-01-2019,0K2TT6A09,2.0,1.2.0,3.10.0-693.21.1.el7.x86_64,b4:96:91:2d:94:f0,128,Unknown,HDD,HW Encryption Enabled,Intel(R) Xeon(R) Silver 4114 CPU @ 2.20GHz,40,2,10,x86_64,5,6 TB,-,120,7,-,VLAN-172.20
Cage1,CT07,CT07-D2U20-N1,172.20.35.67,172.20.132.15,-,KVM,CentOS Linux release 7.4.1708 (Core),-,-,-,1.4.5,3.21,9B5N6Q2,Dell Inc.,PowerEdge C6420,22-12-2018,0K2TT6A09,2.0,1.2.0,3.10.0-693.21.1.el7.x86_64,b4:96:91:2d:af:14,128,Unknown,HDD,HW Encryption Enabled,Intel(R) Xeon(R) Silver 4114 CPU @ 2.20GHz,40,2,10,x86_64,5,6 TB,-,125,7,-,VLAN-172.20
Cage1,CT07,CT07-D2U20-N2,172.20.35.68,172.20.132.16,-,KVM,CentOS Linux release 7.4.1708 (Core),-,-,-,1.4.5,3.21,9B6L6Q2,Dell Inc.,PowerEdge C6420,22-12-2018,0K2TT6A09,2.0,1.2.0,3.10.0-693.21.1.el7.x86_64,b4:96:91:25:f1:d4,128,Unknown,HDD,HW Encryption Partially Enabled,Intel(R) Xeon(R) Silver 4114 CPU @ 2.20GHz,40,2,10,x86_64,5,6 TB,-,114,7,-,VLAN-172.20
Cage1,CT07,CT07-D2U20-N3,172.20.35.69,172.20.132.17,-,KVM,CentOS Linux release 7.4.1708 (Core),-,-,-,1.4.5,3.21,9B6J6Q2,Dell Inc.,PowerEdge C6420,22-12-2018,0K2TT6A09,2.0,1.2.0,3.10.0-693.21.1.el7.x86_64,b4:96:91:2d:af:30,128,Unknown,HDD,HW Encryption Enabled,Intel(R) Xeon(R) Silver 4114 CPU @ 2.20GHz,40,2,10,x86_64,5,6 TB,-,114,7,-,VLAN-172.20
