Label,Virtual Machine IP,KVM Host,KVM OS,ZService,Component,Group,Kernel Version,MAC Address,OS,RAM (GB),Memory Encryption,Role,Disk Count,Total Disk Size (GB),VLAN,Server Age,vCPUs,Drive Type,CPU Affinity Type
KTA-0201-GTA20-N4-vm19,10.134.58.5,10.134.18.182,Debian 12.9,DigitalAdoptionPlatform,AppServer,GAC,6.1.123,26:81:52:08:d4:b6,Debian 12.9,8,None,-,1,268,KRISP-CT1-ZAN-OPSMON,1,32,NVMe,Shared - Group 2
KTA-0201-GTA20-N4-vm20,10.134.58.8,10.134.18.182,Debian 12.9,DigitalAdoptionPlatform,AppServer,GAC,6.1.123,d2:1a:08:07:2b:39,Debian 12.9,8,None,-,1,268,KRISP-CT1-ZAN-OPSMON,1,32,NVMe,Shared - Group 2
KTA-0201-GTA20-N4-vm21,10.134.58.12,10.134.18.182,Debian 12.9,DistDBMI,AppServer,GAC,6.1.123,ce:97:b5:1e:ff:06,Debian 12.9,8,None,-,1,268,KRISP-CT1-ZAN-OPSMON,1,32,NVMe,Shared - Group 2
KTA-0201-GTA20-N4-vm22,10.134.58.14,10.134.18.182,Debian 12.9,Nimbus-Peer,AppServer,GAC,6.1.123,92:c2:8b:8b:be:0f,Debian 12.9,4,None,-,1,268,KRISP-CT1-ZAN-OPSMON,1,32,NVMe,Shared - Group 2
KTA-0201-GTA20-N4-vm23,10.134.35.10,10.134.18.182,Debian 12.9,Support,MySQL,default,6.12.90,da:04:39:5f:10:82,Debian 13.5,32,None,Slave,1,1600,KRISP-CT1-COMMON-DB1,1,32,NVMe,Shared - Group 1
KTA-0201-GTA20-N4-vm24,10.134.35.6,10.134.18.182,Debian 12.9,Books,MySQL,default,6.1.123,ce:84:ff:fd:5f:f5,Debian 12.9,32,None,Slave,1,1600,KRISP-CT1-COMMON-DB1,1,32,NVMe,Shared - Group 1
KTA-0201-GTA20-N4-vm27,10.134.25.8,10.134.18.182,Debian 12.9,Infra-Services,ImageServer,Rajkamal-Testing,6.1.123,46:39:9d:c6:ee:bb,Debian 12.9,16,None,-,1,1100,KRISP-CT1-COMMON-APP2,1,16,NVMe,Dedicated
KTA-0201-GTA20-N4-vm29,10.134.21.60,10.134.18.182,Debian 12.9,Prereports,AppServer,Sas,6.1.123,2a:e8:7c:ce:20:65,Debian 12.9,16,None,-,1,1100,KRISP-CT1-COMMON-APP1,1,32,NVMe,Shared - Group 1
KTA-0201-GTA20-N4-vm25,10.134.58.16,10.134.18.182,Debian 12.9,CommunitySpaces-Csez,AppServer,GAC,6.1.123,72:f8:05:55:d2:5b,Debian 12.9,8,None,-,1,268,KRISP-CT1-ZAN-OPSMON,1,32,NVMe,Shared - Group 2
KTA-0201-GTA18-N2-vm5,10.134.34.21,10.134.18.157,Debian 12.9,DistDBMI,DistDB-WorkerNode,HighLoad,6.1.123,5e:33:65:ff:e3:91,Debian 12.9,64,None,Slave,1,2700,KRISP-CT1-COMMON-DB1,1,32,NVMe,Dedicated
KTA-0201-GTA18-N2-vm6,10.134.34.121,10.134.18.157,Debian 12.9,Crm,MySQL,defaultbuffer1,6.1.123,c2:e0:f7:6e:57:4e,Debian 12.9,32,None,Free Node,1,1600,KRISP-CT1-COMMON-DB1,1,32,NVMe,Shared - Group 2
KTA-0201-GTA18-N2-vm9,10.134.21.147,10.134.18.157,Debian 12.9,Stratus-Eu,AppServer,Web,6.1.123,96:91:14:e1:6c:e7,Debian 12.9,8,None,-,1,268,KRISP-CT1-COMMON-APP1,1,32,NVMe,Shared - Group 1
KTA-0201-GTA18-N2-vm10,10.134.82.130,10.134.18.157,Debian 12.9,Show,AppServer,showapihf,6.1.123,7e:36:e0:84:fc:d4,Debian 12.9,8,None,-,1,268,KRISP-CT1-COMMON-APP4,1,32,NVMe,Shared - Group 1
KTA-0201-GTA18-N2-vm11,10.134.42.6,10.134.18.157,Debian 12.9,Zorro,Test-Server,Zorro,6.12.48,82:51:da:60:8e:a1,Debian 13.1,8,None,-,1,268,KRISP-CT1-COMMON-DB3,1,32,NVMe,Shared - Group 1
KTA-0201-GTA18-N2-vm13,10.134.82.253,10.134.18.157,Debian 12.9,Signals,AppServer,SignalsConsumer,6.1.123,ce:83:e2:d4:98:cd,Debian 12.9,8,None,-,1,268,KRISP-CT1-COMMON-APP4,1,32,NVMe,Shared - Group 1
KTA-0201-GTA18-N2-vm16,10.134.42.17,10.134.18.157,Debian 12.9,SasJayashree,sastesting,NA,6.1.123,3e:af:fb:33:7a:62,Debian 12.9,8,None,-,1,268,KRISP-CT1-COMMON-DB3,1,32,NVMe,Shared - Group 1
KTA-0201-GTA18-N2-vm23,10.134.34.123,10.134.18.157,Debian 12.9,Crm,MySQL,default1,6.1.123,4e:0f:5a:b7:e6:a2,Debian 12.9,32,None,Master,1,1600,KRISP-CT1-COMMON-DB1,1,32,NVMe,Shared - Group 2
KTA-0201-GTA18-N2-vm17,10.134.29.22,10.134.18.157,Debian 12.9,Crm,AppServer,crmdataiq2,6.1.123,b2:9e:a2:40:aa:d6,Debian 12.9,8,None,-,1,268,KRISP-CT1-COMMON-APP3,1,32,NVMe,Shared - Group 1
KTA-0201-GTA18-N2-vm24,10.134.34.119,10.134.18.157,Debian 12.9,Crm,MySQL,default,6.1.123,72:f7:c1:ee:8c:39,Debian 12.9,32,None,Sec Slave,1,1600,KRISP-CT1-COMMON-DB1,1,32,NVMe,Shared - Group 2
KTA-0201-GTA18-N2-vm18,10.134.34.229,10.134.18.157,Debian 12.9,SCM,MySQL,default,6.1.123,7a:92:39:07:d8:40,Debian 12.9,8,None,Sec Slave,1,268,KRISP-CT1-COMMON-DB1,1,32,NVMe,Shared - Group 1
KTA-0201-GTA18-N2-vm19,10.134.20.227,10.134.18.157,Debian 12.9,PatchManagerPlusCloud,AppServer,dclabpremium17,6.1.123,aa:c3:39:65:32:23,Debian 12.9,8,None,-,1,268,KRISP-CT1-COMMON-APP1,1,32,NVMe,Shared - Group 1
KTA-0201-GTA18-N2-vm20,10.134.82.85,10.134.18.157,Debian 12.9,PayIndia-Csez,AppServer,PaymentTokenization-Csez,6.1.123,de:fa:34:de:d6:33,Debian 12.9,8,None,-,1,268,KRISP-CT1-COMMON-APP4,1,32,NVMe,Shared - Group 1
KTA-0201-GTA18-N2-vm21,10.134.83.37,10.134.18.157,Debian 12.9,Search360,AppServer,Sas,6.1.123,a6:6a:e9:c4:4c:88,Debian 12.9,8,None,-,1,268,KRISP-CT1-COMMON-APP4,1,32,NVMe,Shared - Group 1
KTA-0201-GTA18-N2-vm22,10.134.82.204,10.134.18.157,Debian 12.9,Platform,AppServer,pfbiginlab1,6.1.123,e2:52:01:51:eb:1c,Debian 12.9,8,None,-,1,268,KRISP-CT1-COMMON-APP4,1,32,NVMe,Shared - Group 1
KTA-0201-GTA18-N2-vm25,10.134.82.88,10.134.18.157,Debian 12.9,Murphy,AppServer,MurphyIngest,6.1.123,12:20:cf:3f:40:53,Debian 12.9,8,None,-,1,268,KRISP-CT1-COMMON-APP4,1,32,NVMe,Shared - Group 1
KTA-0201-GTA18-N2-vm27,10.134.38.35,10.134.18.157,Debian 12.9,-,-,-,6.1.123,ea:f5:13:91:67:b6,Debian 12.9,16,None,-,1,1100,KRISP-CT1-COMMON-DB2,1,16,NVMe,Dedicated
KTA-0201-GTA18-N2-vm26,10.134.82.210,10.134.18.157,Debian 12.9,Docs,AppServer,WorkDriveApi,6.1.123,f6:5c:c3:22:df:15,Debian 12.9,8,None,-,1,268,KRISP-CT1-COMMON-APP4,1,32,NVMe,Shared - Group 1
KTA-0201-GTA18-N2-vm29,10.134.34.156,10.134.18.157,Debian 12.9,ZMail,MySQL,Default,6.1.123,f2:59:d9:07:0f:3e,Debian 12.9,16,None,Sec Slave,1,1100,KRISP-CT1-COMMON-DB1,1,32,NVMe,Shared - Group 2
KTA-0201-GTA20-N3-vm5,10.134.34.25,10.134.18.180,Debian 12.9,DistDBMI,DistDB-WorkerNode,HighLoad,6.1.123,b2:43:52:c8:1d:d6,Debian 12.9,64,None,Master,1,2700,KRISP-CT1-COMMON-DB1,1,32,NVMe,Dedicated
KTA-0201-GTA18-N3-vm10,10.134.34.49,10.134.18.162,Debian 12.9,Officecore,Postgres,respro,6.1.123,4e:95:97:00:1b:6a,Debian 12.9,8,None,Master,1,268,KRISP-CT1-COMMON-DB1,1,32,NVMe,Shared - Group 1
KTA-0201-GTA20-N4-vm26,10.134.58.18,10.134.18.182,Debian 12.9,Homecare,AppServer,GAC,6.1.123,22:36:e2:4f:0f:bc,Debian 12.9,8,None,-,1,268,KRISP-CT1-ZAN-OPSMON,1,32,NVMe,Shared - Group 2
KTA-0201-GTA18-N2-vm12,10.134.83.21,10.134.18.157,Debian 12.9,Show,AppServer,ShowHFPDF,6.1.123,92:a3:ee:11:e5:17,Debian 12.9,8,None,-,1,268,KRISP-CT1-COMMON-APP4,1,32,NVMe,Shared - Group 1
CT05-I2U19-N1-vm68,172.20.91.60,172.20.87.177,Debian 11.7,PaySandboxindia,AppServer,paysandboxinmigration,6.1.123,52:54:00:73:4b:49,Debian 12.9,16,Unknown,-,1,644,VLAN-172.20,1,20,SSD,Shared - Group 1
CT18-FTB26-N3-vm62,172.20.91.51,172.20.98.85,Debian 11.7,Creator,AppServer,gear,6.1.123,52:54:00:73:06:7a,Debian 12.9,8,Unknown,-,1,268,VLAN-172.20,1,16,HDD,Shared - Group 2
CT18-FTB26-N3-vm61,172.20.91.58,172.20.98.85,Debian 11.7,SasShyam,Test-Server,NA,6.1.123,52:54:00:d9:32:bb,Debian 12.9,8,Unknown,-,1,268,VLAN-172.20,1,16,HDD,Shared - Group 2
CT18-FTB26-N3-vm63,172.20.91.52,172.20.98.85,Debian 11.7,DistDBMI,DistDB-Loadbalancer,CRMDistDB,6.1.123,52:54:00:6b:3c:bd,Debian 12.9,8,Unknown,Slave,1,344,VLAN-172.20,1,16,HDD,Shared - Group 2
CT18-FTB26-N3-vm64,172.20.91.53,172.20.98.85,Debian 11.7,PdfGen,AppServer,Slimer,6.1.123,52:54:00:1b:4b:54,Debian 12.9,8,Unknown,-,1,344,VLAN-172.20,1,16,HDD,Shared - Group 2
CT05-I2U19-N1-vm69,172.20.91.14,172.20.87.177,Debian 11.7,Reports,C-Store,cs-server-qa,6.1.123,52:54:00:0e:86:0c,Debian 12.9,16,Unknown,-,1,644,VLAN-172.20,1,20,SSD,Shared - Group 2
CT1B-0201-D2C22-N2-vm40,172.20.91.4,172.20.82.240,Debian 11.7,Reports,C-Store,cs-server-qa,6.1.123,5a:38:b3:5e:f3:45,Debian 12.9,16,None,-,1,591,VLAN-172.20,1,16,NVMe,Shared - Group 3
CT1B-0202-GTA20-N3-vm42,172.20.91.6,172.20.96.96,Debian 11.7,Reports,C-Store,reports-cs,6.1.123,72:34:95:b4:c4:c6,Debian 12.9,16,None,-,1,634,VLAN-172.20,1,32,NVMe,Shared - Group 2
CT05-I2U19-N1-vm74,172.20.90.247,172.20.87.177,Debian 11.7,ZMAutomation-CSEZ,MySQL,default,6.1.123,52:54:00:3e:cb:d1,Debian 12.9,16,Unknown,-,1,634,VLAN-172.20,1,20,SSD,Shared - Group 2
CT05-I2U19-N1-vm75,172.20.90.238,172.20.87.177,Debian 11.7,Books,AppServer,booksstable2,6.1.123,52:54:00:44:b8:9f,Debian 12.9,8,Unknown,-,1,354,VLAN-172.20,1,20,SSD,Shared - Group 1
CT09-S2U35-N1-vm16,172.20.90.225,172.20.91.124,Debian 11.3,DistDBMI,DistDB-Loadbalancer,CRMDistDB,6.1.123,52:54:00:e6:41:27,Debian 12.9,8,Unknown,Master,1,322,VLAN-172.20,1,20,SSD,Shared - Group 2
CT09-S2U35-N3-vm45,172.20.90.226,172.20.98.86,Debian 11.7,DistDBMI,DistDB-WorkerNode,distdbInternal,6.1.123,52:54:00:17:d1:12,Debian 12.9,8,Unknown,Master,1,333,VLAN-172.20,1,20,SSD,Shared - Group 2
CT09-S2U35-N3-vm46,172.20.90.222,172.20.98.86,Debian 11.7,DistDBMI,DistDB-Loadbalancer,CatalystNoSqlDistDB,6.1.123,52:54:00:93:72:e6,Debian 12.9,8,Unknown,Master,1,333,VLAN-172.20,1,20,SSD,Shared - Group 2
CT09-S2U37-N1-vm14,172.20.90.220,172.20.91.159,Debian 11.3,DistDBMI,DistDB-Loadbalancer,CatalystNoSqlDistDB,6.1.123,52:54:00:96:63:12,Debian 12.9,8,Unknown,Slave,1,344,VLAN-172.20,1,20,SSD,Shared - Group 1
CT09-S2U37-N1-vm16,172.20.90.212,172.20.91.159,Debian 11.3,Mailwatch,AppServer,lpcsez,6.1.123,52:54:00:e7:b3:a4,Debian 12.9,8,Unknown,-,1,229,VLAN-172.20,1,20,SSD,Shared - Group 2
CT09-S2U37-N1-vm15,172.20.90.218,172.20.91.159,Debian 11.3,DistDBMI,DistDB-WorkerNode,distdbInternal,6.1.123,52:54:00:5b:83:29,Debian 12.9,8,Unknown,Slave,1,268,VLAN-172.20,1,20,SSD,Shared - Group 2
CT18-FTB26-N3-vm59,172.20.90.209,172.20.98.85,Debian 11.7,Whiteboard,Postgres,default,6.1.123,52:54:00:0d:8b:fe,Debian 12.9,8,Unknown,-,1,258,VLAN-172.20,1,16,HDD,Shared - Group 2
CT1B-0201-H1U17-vm38,172.20.90.206,172.20.68.183,Debian 12.6,ZmRegression,DataNode,NA,6.1.123,52:f2:07:84:71:b2,Debian 12.9,8,None,-,1,268,VLAN-172.20,1,32,SSD,Shared - Group 2
KTA-0201-D1R09-vm19,10.134.64.222,10.134.18.27,Debian 12.9,ZCP-Ziva,Test-Server,NA,6.1.123,b6:f1:62:89:d3:8b,Debian 12.9,8,None,-,1,215,KRISP-CT1-ZCP-MODULE,1,32,NVMe,Shared - Group 2
KTA-0201-D1R09-vm20,10.134.64.229,10.134.18.27,Debian 12.9,ZCP-Ziva,Test-Server,NA,6.1.123,d6:2e:93:37:6a:c9,Debian 12.9,8,None,-,1,215,KRISP-CT1-ZCP-MODULE,1,32,NVMe,Shared - Group 2
KTA-0201-D1R09-vm1,10.134.64.182,10.134.18.27,Debian 12.9,ZCP-Ziva,Test-Server,NA,6.1.123,3a:6b:76:9f:c5:dc,Debian 12.9,8,None,-,1,215,KRISP-CT1-ZCP-MODULE,1,32,NVMe,Shared - Group 1
KTA-0201-D1R09-vm2,10.134.64.179,10.134.18.27,Debian 12.9,ZCP-Ziva,Test-Server,NA,6.1.123,e2:98:58:3e:68:92,Debian 12.9,8,None,-,1,215,KRISP-CT1-ZCP-MODULE,1,32,NVMe,Shared - Group 1
KTA-0201-D1R09-vm3,10.134.64.184,10.134.18.27,Debian 12.9,ZCP-Ziva,Test-Server,NA,6.1.123,76:4b:77:5a:b3:33,Debian 12.9,8,None,-,1,215,KRISP-CT1-ZCP-MODULE,1,32,NVMe,Shared - Group 1
KTA-0201-D1R09-vm4,10.134.64.187,10.134.18.27,Debian 12.9,ZCP-Ziva,Test-Server,NA,6.1.123,ba:77:ef:45:d9:d9,Debian 12.9,8,None,-,1,215,KRISP-CT1-ZCP-MODULE,1,32,NVMe,Shared - Group 1
KTA-0201-D1R09-vm5,10.134.64.189,10.134.18.27,Debian 12.9,ZCP-Ziva,Test-Server,NA,6.1.123,d2:2f:ee:83:0d:15,Debian 12.9,8,None,-,1,215,KRISP-CT1-ZCP-MODULE,1,32,NVMe,Shared - Group 1
KTA-0201-D1R09-vm6,10.134.64.191,10.134.18.27,Debian 12.9,ZCP-Ziva,Test-Server,NA,6.1.123,9e:01:58:af:ad:ac,Debian 12.9,8,None,-,1,215,KRISP-CT1-ZCP-MODULE,1,32,NVMe,Shared - Group 1
KTA-0201-D1R09-vm7,10.134.64.194,10.134.18.27,Debian 12.9,ZCP-Ziva,Test-Server,NA,6.1.123,2a:e9:9f:a9:96:d1,Debian 12.9,8,None,-,1,215,KRISP-CT1-ZCP-MODULE,1,32,NVMe,Shared - Group 1
KTA-0201-D1R09-vm8,10.134.64.196,10.134.18.27,Debian 12.9,ZCP-Ziva,Test-Server,NA,6.1.123,e2:87:3a:9b:ad:11,Debian 12.9,8,None,-,1,215,KRISP-CT1-ZCP-MODULE,1,32,NVMe,Shared - Group 1
KTA-0201-D1R09-vm9,10.134.64.199,10.134.18.27,Debian 12.9,ZCP-Ziva,Test-Server,NA,6.1.123,e6:07:5a:8d:95:46,Debian 12.9,8,None,-,1,215,KRISP-CT1-ZCP-MODULE,1,32,NVMe,Shared - Group 1
KTA-0201-D1R09-vm10,10.134.64.204,10.134.18.27,Debian 12.9,ZCP-Ziva,Test-Server,NA,6.1.123,26:54:b8:16:3d:46,Debian 12.9,8,None,-,1,215,KRISP-CT1-ZCP-MODULE,1,32,NVMe,Shared - Group 1
KTA-0201-D1R09-vm11,10.134.64.208,10.134.18.27,Debian 12.9,ZCP-Ziva,Test-Server,NA,6.1.123,4a:8b:72:c0:92:55,Debian 12.9,8,None,-,1,215,KRISP-CT1-ZCP-MODULE,1,32,NVMe,Shared - Group 1
KTA-0201-D1R09-vm12,10.134.64.201,10.134.18.27,Debian 12.9,ZCP-Ziva,Test-Server,NA,6.1.123,6e:7e:01:9c:60:af,Debian 12.9,8,None,-,1,215,KRISP-CT1-ZCP-MODULE,1,32,NVMe,Shared - Group 1
KTA-0201-D1R09-vm14,10.134.64.210,10.134.18.27,Debian 12.9,ZCP-Ziva,Test-Server,NA,6.1.123,76:58:5a:d0:bf:b9,Debian 12.9,8,None,-,1,215,KRISP-CT1-ZCP-MODULE,1,32,NVMe,Shared - Group 1
KTA-0201-D1R09-vm15,10.134.64.212,10.134.18.27,Debian 12.9,ZCP-Ziva,Test-Server,NA,6.1.123,12:ef:d6:a5:8a:8a,Debian 12.9,8,None,-,1,215,KRISP-CT1-ZCP-MODULE,1,32,NVMe,Shared - Group 1
KTA-0201-D1R09-vm16,10.134.64.215,10.134.18.27,Debian 12.9,ZCP-Ziva,Test-Server,NA,6.1.123,d6:8a:9c:71:3f:81,Debian 12.9,8,None,-,1,215,KRISP-CT1-ZCP-MODULE,1,32,NVMe,Shared - Group 1
KTA-0201-D1R09-vm17,10.134.64.218,10.134.18.27,Debian 12.9,ZCP-Ziva,Test-Server,NA,6.1.123,42:01:f8:57:d4:99,Debian 12.9,8,None,-,1,215,KRISP-CT1-ZCP-MODULE,1,32,NVMe,Shared - Group 1
KTA-0201-D1R09-vm18,10.134.64.221,10.134.18.27,Debian 12.9,ZCP-Ziva,Test-Server,NA,6.1.123,aa:23:d6:f8:43:c4,Debian 12.9,8,None,-,1,215,KRISP-CT1-ZCP-MODULE,1,32,NVMe,Shared - Group 1
KTA-0201-D1R09-vm21,10.134.64.231,10.134.18.27,Debian 12.9,ZCP-Ziva,Test-Server,NA,6.1.123,a6:30:f3:b6:46:02,Debian 12.9,8,None,-,1,215,KRISP-CT1-ZCP-MODULE,1,32,NVMe,Shared - Group 2
KTA-0201-D1R09-vm22,10.134.64.233,10.134.18.27,Debian 12.9,ZCP-Ziva,Test-Server,NA,6.1.123,5e:bb:17:df:7c:6a,Debian 12.9,8,None,-,1,215,KRISP-CT1-ZCP-MODULE,1,32,NVMe,Shared - Group 2
KTA-0201-D1R09-vm23,10.134.64.236,10.134.18.27,Debian 12.9,ZCP-Ziva,Test-Server,NA,6.1.123,76:a2:98:41:0c:c3,Debian 12.9,8,None,-,1,215,KRISP-CT1-ZCP-MODULE,1,32,NVMe,Shared - Group 2
KTA-0201-D1R09-vm24,10.134.64.239,10.134.18.27,Debian 12.9,ZCP-Ziva,Test-Server,NA,6.1.123,5a:61:2a:1a:6d:73,Debian 12.9,8,None,-,1,215,KRISP-CT1-ZCP-MODULE,1,32,NVMe,Shared - Group 2
KTA-0201-D1R09-vm25,10.134.64.242,10.134.18.27,Debian 12.9,ZCP-Ziva,Test-Server,NA,6.1.123,56:fe:b8:65:98:b8,Debian 12.9,8,None,-,1,215,KRISP-CT1-ZCP-MODULE,1,32,NVMe,Shared - Group 2
KTA-0201-D1R09-vm26,10.134.64.244,10.134.18.27,Debian 12.9,ZCP-Ziva,Test-Server,NA,6.1.123,de:41:e9:b5:5a:d6,Debian 12.9,8,None,-,1,215,KRISP-CT1-ZCP-MODULE,1,32,NVMe,Shared - Group 2
KTA-0201-D1R09-vm27,10.134.64.246,10.134.18.27,Debian 12.9,ZCP-Ziva,Test-Server,NA,6.1.123,86:e2:ba:67:da:5d,Debian 12.9,8,None,-,1,215,KRISP-CT1-ZCP-MODULE,1,32,NVMe,Shared - Group 2
KTA-0201-D1R09-vm36,10.134.65.12,10.134.18.27,Debian 12.9,ZCP-Ziva,Test-Server,NA,6.1.123,f6:46:e3:0f:4c:61,Debian 12.9,4,None,-,1,215,KRISP-CT1-ZCP-MODULE,1,32,NVMe,Shared - Group 1
KTA-0201-D1R09-vm37,10.134.65.6,10.134.18.27,Debian 12.9,ZCP-Ziva,Test-Server,NA,6.1.123,46:b4:ef:38:f6:77,Debian 12.9,4,None,-,1,215,KRISP-CT1-ZCP-MODULE,1,32,NVMe,Shared - Group 1
KTA-0201-D1R09-vm38,10.134.65.16,10.134.18.27,Debian 12.9,ZCP-Ziva,Test-Server,NA,6.1.123,56:8d:2d:b1:31:d5,Debian 12.9,4,None,-,1,215,KRISP-CT1-ZCP-MODULE,1,32,NVMe,Shared - Group 1
KTA-0201-D1R09-vm39,10.134.65.19,10.134.18.27,Debian 12.9,ZCP-Ziva,Test-Server,NA,6.1.123,06:b4:b0:f2:6a:b5,Debian 12.9,4,None,-,1,215,KRISP-CT1-ZCP-MODULE,1,32,NVMe,Shared - Group 1
KTA-0201-D1R09-vm40,10.134.65.21,10.134.18.27,Debian 12.9,ZCP-Ziva,Test-Server,NA,6.1.123,2a:c0:85:e7:00:ea,Debian 12.9,4,None,-,1,215,KRISP-CT1-ZCP-MODULE,1,32,NVMe,Shared - Group 1
KTA-0201-D1R09-vm28,10.134.64.248,10.134.18.27,Debian 12.9,ZCP-Ziva,Test-Server,NA,6.1.123,02:47:53:21:ff:e7,Debian 12.9,8,None,-,1,215,KRISP-CT1-ZCP-MODULE,1,32,NVMe,Shared - Group 2
KTA-0201-D1R09-vm29,10.134.64.250,10.134.18.27,Debian 12.9,ZCP-Ziva,Test-Server,NA,6.1.123,be:34:ed:39:47:ee,Debian 12.9,8,None,-,1,215,KRISP-CT1-ZCP-MODULE,1,32,NVMe,Shared - Group 2
KTA-0201-D1R09-vm30,10.134.64.252,10.134.18.27,Debian 12.9,ZCP-Ziva,Test-Server,NA,6.1.123,b6:31:fc:a7:59:de,Debian 12.9,8,None,-,1,215,KRISP-CT1-ZCP-MODULE,1,32,NVMe,Shared - Group 2
KTA-0201-D1R09-vm31,10.134.64.255,10.134.18.27,Debian 12.9,ZCP-Ziva,Test-Server,NA,6.1.123,46:74:36:84:a9:61,Debian 12.9,8,None,-,1,215,KRISP-CT1-ZCP-MODULE,1,32,NVMe,Shared - Group 2
KTA-0201-D1R09-vm32,10.134.65.2,10.134.18.27,Debian 12.9,ZCP-Ziva,Test-Server,NA,6.1.123,b2:78:32:86:e3:b3,Debian 12.9,8,None,-,1,215,KRISP-CT1-ZCP-MODULE,1,32,NVMe,Shared - Group 2
KTA-0201-D1R09-vm33,10.134.65.4,10.134.18.27,Debian 12.9,ZCP-Ziva,Test-Server,NA,6.1.123,4e:09:03:79:35:56,Debian 12.9,8,None,-,1,215,KRISP-CT1-ZCP-MODULE,1,32,NVMe,Shared - Group 2
KTA-0201-D1R09-vm34,10.134.65.8,10.134.18.27,Debian 12.9,ZCP-Ziva,Test-Server,NA,6.1.123,12:06:37:38:28:ac,Debian 12.9,8,None,-,1,215,KRISP-CT1-ZCP-MODULE,1,32,NVMe,Shared - Group 2
KTA-0201-D1R09-vm35,10.134.65.10,10.134.18.27,Debian 12.9,ZCP-Ziva,Test-Server,NA,6.1.123,1e:45:b9:31:9e:eb,Debian 12.9,8,None,-,1,215,KRISP-CT1-ZCP-MODULE,1,32,NVMe,Shared - Group 2
KTA-0201-D1R09-vm41,10.134.65.26,10.134.18.27,Debian 12.9,ZCP-Ziva,Test-Server,NA,6.1.123,4e:5d:d5:1e:0e:d0,Debian 12.9,4,None,-,1,215,KRISP-CT1-ZCP-MODULE,1,32,NVMe,Shared - Group 2
KTA-0201-D1R09-vm42,10.134.65.28,10.134.18.27,Debian 12.9,ZCP-Ziva,Test-Server,NA,6.1.123,0a:be:16:2d:6d:34,Debian 12.9,4,None,-,1,215,KRISP-CT1-ZCP-MODULE,1,32,NVMe,Shared - Group 2
KTA-0201-D1R09-vm43,10.134.65.24,10.134.18.27,Debian 12.9,ZCP-Ziva,Test-Server,NA,6.1.123,fa:f1:a8:aa:ea:d3,Debian 12.9,4,None,-,1,215,KRISP-CT1-ZCP-MODULE,1,32,NVMe,Shared - Group 2
KTA-0201-D1R09-vm44,10.134.65.30,10.134.18.27,Debian 12.9,ZCP-Ziva,Test-Server,NA,6.1.123,4e:5d:65:5e:43:17,Debian 12.9,4,None,-,1,215,KRISP-CT1-ZCP-MODULE,1,32,NVMe,Shared - Group 2
KTA-0201-D1R09-vm45,10.134.65.32,10.134.18.27,Debian 12.9,ZCP-Ziva,Test-Server,NA,6.1.123,36:37:83:a4:d7:4f,Debian 12.9,4,None,-,1,215,KRISP-CT1-ZCP-MODULE,1,32,NVMe,Shared - Group 2
KTA-0201-D1R09-vm46,10.134.65.34,10.134.18.27,Debian 12.9,ZCP-Ziva,Test-Server,NA,14.3-RELEASE-p4,a2:0e:86:59:40:7f,FreeBSD 14.3-p4,8,None,-,1,215,KRISP-CT1-ZCP-MODULE,1,32,NVMe,Shared - Group 1
KTA-0201-D1R09-vm13,10.134.64.188,10.134.18.27,Debian 12.9,-,-,-,6.12.90,22:6f:bc:94:f2:52,Debian 13.5,8,None,-,1,215,KRISP-CT1-ZCP-MODULE,1,32,NVMe,Shared - Group 1
CT1B-0202-D2C22-N1-vm35,10.62.21.131,172.20.98.1,Debian 11.3,QEngine-Csez,Postgres,default,6.12.90,52:54:00:fe:84:26,Debian 13.5,8,None,Master,1,268,CT1B-VLAN2,1,32,NVMe,Shared - Group 1
CT1B-0202-D2C22-N1-vm36,10.62.107.219,172.20.98.1,Debian 11.3,Site24x7,AppServer,applog_client,6.1.123,52:54:00:2e:d8:e9,Debian 12.9,8,None,-,1,268,SITE24X7_APP,1,32,NVMe,Shared - Group 1
CT1B-0501-D2C10-N4-vm41,172.20.90.164,10.62.29.156,Debian 12.6,MTACentral,MailTransferAgent,MTA_B,6.1.123,2e:32:52:d4:18:f8,Debian 12.9,8,None,-,1,268,VLAN-172.20,1,32,Mixed,Shared - Group 2
CT1B-0203-GHC26-N3-vm28,172.20.90.155,172.20.76.248,Debian 11.3,DistDBMI,DistDB-MasterCoordinator,distdbInternal,6.1.123,62:45:09:98:b5:c2,Debian 12.9,8,SME,Slave,1,333,VLAN-172.20,1,32,SSD,Shared - Group 2
CT1B-0203-GHC26-N3-vm29,172.20.90.153,172.20.76.248,Debian 11.3,DistDBMI,DistDB-MasterCoordinator,CRMDistDB,6.1.123,46:78:a5:97:c9:bc,Debian 12.9,8,SME,Slave,1,333,VLAN-172.20,1,32,SSD,Shared - Group 2
CT1B-0203-GHC26-N3-vm30,172.20.90.150,172.20.76.248,Debian 11.3,DistDBMI,DistDB-MasterCoordinator,CatalystNoSqlDistDB,6.1.123,b6:55:e0:25:63:60,Debian 12.9,8,SME,Master,1,344,VLAN-172.20,1,32,SSD,Shared - Group 1
CT1B-0203-GHC26-N3-vm31,172.20.90.144,172.20.76.248,Debian 11.3,DistDBMI,DistDB-WorkerNode,distdbInternal,6.1.123,66:d3:e4:70:c5:84,Debian 12.9,8,SME,Master,1,333,VLAN-172.20,1,32,SSD,Shared - Group 2
