Label,Virtual Machine IP,KVM Host,KVM OS,ZService,Component,Group,Kernel Version,MAC Address,OS,RAM (GB),Memory Encryption,Role,Disk Count,Total Disk Size (GB),VLAN,Server Age,vCPUs,Drive Type,CPU Affinity Type
CT1B-0203-GHC26-N3-vm32,172.20.90.139,172.20.76.248,Debian 11.3,DistDBMI,DistDB-WorkerNode,CatalystNoSqlDistDB,6.1.123,4a:cd:42:85:19:45,Debian 12.9,8,SME,Slave,1,344,VLAN-172.20,1,32,SSD,Shared - Group 1
CT05-I2U19-N1-vm77,172.20.90.132,172.20.87.177,Debian 11.7,DistDBMI,DistDB-MasterCoordinator,CatalystNoSqlDistDB,6.1.123,52:54:00:16:44:d4,Debian 12.9,8,Unknown,Slave,1,333,VLAN-172.20,1,20,SSD,Shared - Group 1
CT05-I2U19-N1-vm76,172.20.90.140,172.20.87.177,Debian 11.7,DistDBMI,DistDB-MasterCoordinator,CRMDistDB,6.1.123,52:54:00:bc:53:37,Debian 12.9,8,Unknown,Master,1,333,VLAN-172.20,1,20,SSD,Shared - Group 2
CT18-FTB26-N3-vm65,172.20.90.134,172.20.98.85,Debian 11.7,DistDBMI,DistDB-WorkerNode,CatalystNoSqlDistDB,6.1.123,52:54:00:b6:08:ff,Debian 12.9,8,Unknown,Master,1,333,VLAN-172.20,1,16,HDD,Shared - Group 2
CT1B-0203-GHC24-N3-vm28,172.20.90.135,172.20.76.246,Debian 11.3,DistDBMI,DistDB-WorkerNode,CRMDistDB,6.1.123,c6:94:97:cb:d1:3b,Debian 12.9,8,SME,Master,1,376,VLAN-172.20,1,32,SSD,Shared - Group 2
CT09-S2U35-N3-vm47,172.20.90.126,172.20.98.86,Debian 11.7,DistDBMI,DistDB-WorkerNode,CatalystNoSqlDistDB,6.1.123,52:54:00:38:06:61,Debian 12.9,8,Unknown,Master,1,322,VLAN-172.20,1,20,SSD,Shared - Group 1
CT09-S2U35-N3-vm48,172.20.90.109,172.20.98.86,Debian 11.7,DistDBMI,DistDB-WorkerNode,distdbInternal,6.1.123,52:54:00:fa:c9:85,Debian 12.9,8,Unknown,Slave,1,322,VLAN-172.20,1,20,SSD,Shared - Group 1
CT1B-0201-GHC26-N2-vm30,172.20.90.100,172.20.75.243,Debian 11.3,DistDBMI,DistDB-WorkerNode,CatalystNoSqlDistDB,6.1.123,62:f5:fe:c2:83:c1,Debian 12.9,8,SME,Slave,1,344,VLAN-172.20,1,32,SSD,Shared - Group 1
CT1B-0201-GHC26-N2-vm31,172.20.90.96,172.20.75.243,Debian 11.3,DistDBMI,DistDB-WorkerNode,CRMDistDB,6.1.123,4e:a8:4c:01:90:68,Debian 12.9,8,SME,Master,1,365,VLAN-172.20,1,32,SSD,Shared - Group 2
CT1A20-I2C35-N3-vm58,172.20.90.102,172.20.87.173,Debian 11.7,DistDBMI,DistDB-WorkerNode,CRMDistDB,6.1.123,52:54:00:83:dc:74,Debian 12.9,8,Unknown,Slave,1,333,VLAN-172.20,1,20,SSD,Shared - Group 1
CT1B-0203-BTA14-N2-vm42,172.20.90.81,172.20.69.216,Debian 11.7,ML,Test-Server,NA,6.1.123,f6:1a:6c:fb:cd:2e,Debian 12.9,8,Unknown,-,1,333,VLAN-172.20,1,32,NVMe,Shared - Group 1
CT1D-0604-D1R25-vm43,172.20.90.4,10.65.140.181,Debian 12.9,Site24x7,MySQL,site24x7-apminsight,6.1.123,ce:1c:6f:7f:d5:22,Debian 12.9,64,None,Slave,1,1800,VLAN-172.20,1,32,NVMe,Shared - Group 2
CT1B-0203-GHC26-N1-vm30,172.20.90.2,172.20.76.106,Debian 11.3,GSPSandbox,Postgres,default,6.1.123,3e:98:35:d7:f4:60,Debian 12.9,8,SME,Slave,1,397,VLAN-172.20,1,32,SSD,Shared - Group 1
CT1B-0203-GHC26-N4-vm31,172.20.89.253,172.20.76.251,Debian 11.3,ZMail,Zookeeper,Default,6.1.123,86:8e:9d:47:71:3b,Debian 12.9,8,SME,-,1,387,VLAN-172.20,1,32,SSD,Shared - Group 1
CT1B-0204-GHC24-N3-vm28,172.20.89.229,172.20.76.253,Debian 11.3,PlatformAI-CSEZ,MySQL,default,6.1.123,32:15:2e:d8:56:61,Debian 12.9,8,SME,Master,1,387,VLAN-172.20,1,32,SSD,Shared - Group 1
CT1B-0205-GHC24-N2-vm28,172.20.89.244,172.20.76.221,Debian 11.3,Projects,AppServer,projectsreports,6.1.123,ea:3e:2c:46:d8:8b,Debian 12.9,8,SME,-,1,387,VLAN-172.20,1,32,SSD,Shared - Group 1
CT1D-0603-D1R39-vm22,192.168.185.53,10.65.140.186,Debian 12.9,Code,AppServer,Code_restore_scheduler,6.1.123,ca:4d:4b:1f:68:a8,Debian 12.9,16,None,-,1,537,CODE_APP_VLAN,1,32,NVMe,Shared - Group 1
CT05-I2U19-N1-vm78,172.20.208.208,172.20.87.177,Debian 11.7,WmsCsez,Influx-Server,Influx,6.1.123,52:54:00:6e:3a:d3,Debian 12.9,32,Unknown,-,1,1100,VLAN-172.20,1,20,SSD,Shared - Group 2
CT1B-0203-BTA14-N3-vm34,172.20.215.31,172.20.69.217,Debian 11.7,Crm,MySQL,default5,6.12.90,2e:de:d4:e8:e3:e9,Debian 13.5,30,Unknown,Master,1,1600,VLAN-172.20,1,32,NVMe,Shared - Group 2
CT1B-0504-D2C26-N1-vm55,172.20.208.211,10.62.30.197,Debian 12.6,Crm,MySQL,automation13,6.1.123,5e:df:bf:98:16:8a,Debian 12.9,30,Unknown,Failed Node,1,1100,VLAN-172.20,1,32,NVMe,Shared - Group 2
CT1B-0504-GTA30-N4-vm13,172.20.89.234,10.62.25.144,Debian 11.7,Queue-Csez,Kafka-Broker,NA,6.1.123,06:91:2b:16:69:2b,Debian 12.9,30,None,-,1,1600,VLAN-172.20,1,32,NVMe,Shared - Group 2
CT1B-0506-H1U14-vm9,172.20.209.59,10.65.141.80,Debian 12.7,Crm,MySQL,default6,6.12.74,96:70:32:9c:53:10,Debian 13.4,30,None,-,1,1600,VLAN-172.20,1,32,SSD,Shared - Group 2
CT1B-0507-D2C38-N3-vm4,172.20.209.85,10.65.141.181,Debian 12.6,Crm,MySQL,default3,6.12.74,8a:64:25:b7:97:ca,Debian 13.4,30,Unknown,Master,1,1100,VLAN-172.20,1,32,NVMe,Shared - Group 2
CT1B-0202-GHC24-N3-vm30,172.20.89.203,172.20.76.235,Debian 11.3,PayIndia,Postgres,default,6.1.123-kexec,aa:c5:0b:1f:96:d5,Debian 12.9,8,SME,Failed Node,1,344,VLAN-172.20,1,32,SSD,Shared - Group 1
CT1B-0501-GTA22-N1-vm44,172.20.89.187,10.62.24.223,Debian 11.7,ZMail,Zookeeper,Default,6.1.123,22:af:bc:3f:28:49,Debian 12.9,8,None,-,1,376,VLAN-172.20,1,32,NVMe,Shared - Group 1
KTA-0203-GTA20-N1-vm9,10.134.21.84,10.134.19.200,Debian 12.9,Reports,AppServer,Schedules1,6.1.123,c6:47:7d:43:96:3f,Debian 12.9,16,None,-,1,268,KRISP-CT1-COMMON-APP1,1,32,NVMe,Shared - Group 1
KTA-0203-GTA20-N1-vm10,10.134.21.86,10.134.19.200,Debian 12.9,Reports,AppServer,Schedules1,6.1.123,9a:74:fa:5f:09:46,Debian 12.9,16,None,-,1,268,KRISP-CT1-COMMON-APP1,1,32,NVMe,Shared - Group 1
KTA-0203-GTA20-N1-vm11,10.134.21.89,10.134.19.200,Debian 12.9,Prereports,AppServer,Schedules,6.1.123,fe:7f:b8:2d:ef:ec,Debian 12.9,16,None,-,1,268,KRISP-CT1-COMMON-APP1,1,32,NVMe,Shared - Group 1
KTA-0203-GTA20-N1-vm12,10.134.21.91,10.134.19.200,Debian 12.9,Prereports,AppServer,Schedules,6.1.123,7e:6d:e7:d5:3c:f7,Debian 12.9,16,None,-,1,268,KRISP-CT1-COMMON-APP1,1,32,NVMe,Shared - Group 1
CT1B-0504-GTA30-N2-vm14,10.62.107.225,10.62.24.231,Debian 11.7,Arm,Zookeeper,NA,6.1.123,2a:00:59:91:31:36,Debian 12.9,8,None,-,1,268,SITE24X7_APP,1,32,NVMe,Shared - Group 1
KTA-0203-GTA20-N1-vm13,10.134.21.98,10.134.19.200,Debian 12.9,Sheet,AppServer,User,6.1.123,fa:0e:7f:23:eb:b6,Debian 12.9,16,None,-,1,268,KRISP-CT1-COMMON-APP1,1,32,NVMe,Shared - Group 1
CT1D-0603-D1R22-vm47,172.20.89.132,10.65.140.193,Debian 12.9,DL,Redis,DLRedis,6.1.123,76:41:5e:33:01:b5,Debian 12.9,4,None,Slave,1,268,VLAN-172.20,1,2,NVMe,Dedicated
CT1D-0603-D1R22-vm48,172.20.89.133,10.65.140.193,Debian 12.9,Artifactory,Redis,default,6.1.123,56:85:27:23:d6:ac,Debian 12.9,4,None,Master,1,268,VLAN-172.20,1,2,NVMe,Dedicated
CT1D-0603-D1R22-vm17,172.20.89.131,10.65.140.193,Debian 12.9,Chat,Redis,user,6.1.123,22:82:c0:6f:4a:30,Debian 12.9,4,None,Slave,1,268,VLAN-172.20,1,2,NVMe,Dedicated
CT1D-0603-D1R22-vm49,172.20.89.125,10.65.140.193,Debian 12.9,Circuit,Redis,default,6.1.123,0e:db:54:94:55:ef,Debian 12.9,4,None,Master,1,268,VLAN-172.20,1,2,NVMe,Dedicated
CT1D-0603-D1R22-vm50,172.20.89.122,10.65.140.193,Debian 12.9,Workerly,Redis,default,6.1.123,4e:34:58:ab:20:af,Debian 12.9,4,None,Master,1,268,VLAN-172.20,1,2,NVMe,Dedicated
CT1D-0603-D1R22-vm51,172.20.89.117,10.65.140.193,Debian 12.9,Thrive,Redis,default,6.1.123,e2:38:0d:2d:40:18,Debian 12.9,4,None,Master,1,268,VLAN-172.20,1,2,NVMe,Dedicated
CT1D-0602-D1R38-vm48,172.20.89.84,10.65.140.200,Debian 12.9,DL,Redis,DLRedis,6.1.123,26:25:62:32:4e:39,Debian 12.9,4,None,Master,1,268,VLAN-172.20,1,2,NVMe,Dedicated
CT1D-0602-D1R38-vm26,172.20.89.106,10.65.140.200,Debian 12.9,Artifactory,Redis,default,6.1.123,2a:52:45:88:4f:86,Debian 12.9,4,None,Slave,1,268,VLAN-172.20,1,2,NVMe,Dedicated
CT1D-0602-D1R38-vm47,172.20.89.98,10.65.140.200,Debian 12.9,Chat,Redis,user,6.1.123,36:5e:db:68:8c:8f,Debian 12.9,4,None,Master,1,268,VLAN-172.20,1,2,NVMe,Dedicated
CT1D-0602-D1R38-vm51,172.20.89.70,10.65.140.200,Debian 12.9,Cloud,Redis,default,6.1.123,02:e2:ff:40:b4:7f,Debian 12.9,4,None,Master,1,268,VLAN-172.20,1,2,NVMe,Dedicated
CT1D-0602-D1R38-vm49,172.20.89.82,10.65.140.200,Debian 12.9,Show,Redis,default,6.1.123,e2:ab:0e:81:c6:9c,Debian 12.9,4,None,Master,1,268,VLAN-172.20,1,2,NVMe,Dedicated
CT1B-0203-BTA14-N2-vm41,172.20.90.91,172.20.69.216,Debian 11.7,Crmplus,AppServer,NewUI,6.1.123,6e:d7:56:1f:be:35,Debian 12.9,8,Unknown,-,1,376,VLAN-172.20,1,32,NVMe,Shared - Group 2
CT02-D2C14-N1-vm39,172.20.89.63,172.20.62.53,Debian 11.0,Reports,C-Store,cs-server-qa,6.1.123,52:54:00:1e:ee:5e,Debian 12.9,16,Unknown,-,1,644,VLAN-172.20,1,64,SSD,Shared - Group 1
KTA-0203-GTA20-N1-vm14,10.134.21.4,10.134.19.200,Debian 12.9,Sheet,AppServer,Sas,6.1.123,5a:d4:a9:b2:d0:25,Debian 12.9,16,None,-,1,268,KRISP-CT1-COMMON-APP1,1,32,NVMe,Shared - Group 1
KTA-0203-GTA20-N1-vm15,10.134.21.8,10.134.19.200,Debian 12.9,Msync,AppServer,Sas,6.1.123,5a:e5:82:ff:14:9e,Debian 12.9,16,None,-,1,268,KRISP-CT1-COMMON-APP1,1,32,NVMe,Shared - Group 1
CT1B-0203-GHC26-N4-vm32,172.20.89.43,172.20.76.251,Debian 11.3,Reports,C-Store,reports-cs,6.1.123-kexec,42:0b:60:04:dc:65,Debian 12.9,16,SME,-,1,612,VLAN-172.20,1,32,SSD,Shared - Group 2
CT1B-0203-GHC24-N4-vm28,172.20.90.32,172.20.76.250,Debian 11.3,Blueprint,Codex,scriptenginedev,6.1.123,4a:44:bc:ee:3e:73,Debian 12.9,8,SME,-,1,354,VLAN-172.20,1,32,SSD,Shared - Group 2
KTA-0203-GTA20-N3-vm26,10.134.29.4,10.134.19.114,Debian 12.9,Crm,AppServer,crmversion,6.1.123,9a:04:5f:a7:26:f7,Debian 12.9,8,None,-,1,268,KRISP-CT1-COMMON-APP3,1,16,NVMe,Dedicated
CT1B-0202-GHC24-N3-vm21,172.20.77.137,172.20.76.235,Debian 11.3,Reports,C-Store,reports-cs-qa,6.1.123-kexec,5e:42:08:99:e7:0b,Debian 12.9,16,SME,-,1,595,VLAN-172.20,1,32,SSD,Shared - Group 1
CT1B-0504-D2C26-N1-vm11,172.20.89.25,10.62.30.197,Debian 12.6,WMS,PServer,NA,6.1.123,12:2c:92:f3:0e:87,Debian 12.9,4,Unknown,-,1,268,VLAN-172.20,1,32,NVMe,Shared - Group 1
CT1B-0203-GTA20-N1-vm5,10.65.166.13,192.168.187.244,Debian 12.9,ZAC-CC-Testing,Test-Server,ZS-CC-Testing,6.1.123,96:21:ec:89:3b:b9,Debian 12.9,8,None,-,1,537,CT1B-ZAC_VLAN1,1,32,NVMe,Shared - Group 1
CT1B-0203-GTA20-N1-vm1,10.65.166.7,192.168.187.244,Debian 12.9,ZAC-CC-Testing,Test-Server,ZS-CC-Testing,6.1.123,d2:d6:fe:fc:5b:bb,Debian 12.9,8,None,-,1,537,CT1B-ZAC_VLAN1,1,32,NVMe,Shared - Group 1
CT1B-0203-GTA20-N1-vm9,10.65.166.8,192.168.187.244,Debian 12.9,ZAC-CC-Testing,Test-Server,ZS-CC-Testing,6.1.123,c6:b6:1d:26:99:d7,Debian 12.9,8,None,-,1,537,CT1B-ZAC_VLAN1,1,32,NVMe,Shared - Group 1
CT1B-0203-GTA20-N1-vm2,10.65.166.4,192.168.187.244,Debian 12.9,ZAC-CC-Testing,Test-Server,ZS-CC-Testing,6.1.123,e6:6d:80:aa:8f:d8,Debian 12.9,8,None,-,1,537,CT1B-ZAC_VLAN1,1,32,NVMe,Shared - Group 1
CT1B-0203-GTA20-N1-vm10,10.65.166.2,192.168.187.244,Debian 12.9,ZAC-CC-Testing,Test-Server,ZS-CC-Testing,6.1.123,5a:e9:65:bc:d8:38,Debian 12.9,8,None,-,1,537,CT1B-ZAC_VLAN1,1,32,NVMe,Shared - Group 1
CT1B-0203-GTA20-N1-vm3,10.65.166.11,192.168.187.244,Debian 12.9,ZAC-CC-Testing,Test-Server,ZS-CC-Testing,6.1.123,12:f2:95:24:76:b8,Debian 12.9,8,None,-,1,537,CT1B-ZAC_VLAN1,1,32,NVMe,Shared - Group 1
CT1B-0203-GTA20-N1-vm4,10.65.166.15,192.168.187.244,Debian 12.9,ZAC-CC-Testing,Test-Server,ZS-CC-Testing,6.1.123,e2:33:17:62:22:cc,Debian 12.9,8,None,-,1,537,CT1B-ZAC_VLAN1,1,32,NVMe,Shared - Group 1
CT1B-0203-GTA20-N1-vm6,10.65.166.14,192.168.187.244,Debian 12.9,ZAC-CC-Testing,Test-Server,ZS-CC-Testing,6.1.123,b2:e6:6b:5e:39:4c,Debian 12.9,8,None,-,1,537,CT1B-ZAC_VLAN1,1,32,NVMe,Shared - Group 1
CT1B-0203-GTA20-N1-vm14,10.65.166.1,192.168.187.244,Debian 12.9,ZAC-CC-Testing,Test-Server,ZS-CC-Testing,6.1.123,a6:94:42:c3:a2:05,Debian 12.9,8,None,-,1,537,CT1B-ZAC_VLAN1,1,32,NVMe,Shared - Group 2
CT1B-0203-GTA20-N1-vm7,10.65.166.18,192.168.187.244,Debian 12.9,ZAC-CC-Testing,Test-Server,ZS-CC-Testing,6.1.123,4a:50:79:46:49:07,Debian 12.9,8,None,-,1,537,CT1B-ZAC_VLAN1,1,32,NVMe,Shared - Group 1
CT1B-0203-GTA20-N1-vm8,10.65.166.3,192.168.187.244,Debian 12.9,ZAC-CC-Testing,Test-Server,ZS-CC-Testing,6.1.123,a2:b6:2c:85:ca:bc,Debian 12.9,8,None,-,1,537,CT1B-ZAC_VLAN1,1,32,NVMe,Shared - Group 1
CT1B-0203-GTA20-N1-vm11,10.65.166.9,192.168.187.244,Debian 12.9,ZAC-CC-Testing,Test-Server,ZS-CC-Testing,6.1.123,1a:76:90:8c:23:69,Debian 12.9,8,None,-,1,537,CT1B-ZAC_VLAN1,1,32,NVMe,Shared - Group 2
CT1B-0203-GTA20-N1-vm12,10.65.166.6,192.168.187.244,Debian 12.9,ZAC-CC-Testing,Test-Server,ZS-CC-Testing,6.1.123,ea:94:75:80:6c:ec,Debian 12.9,8,None,-,1,537,CT1B-ZAC_VLAN1,1,32,NVMe,Shared - Group 2
CT1B-0203-GTA20-N1-vm18,10.65.166.17,192.168.187.244,Debian 12.9,ZAC-CC-Testing,Test-Server,ZS-CC-Testing,6.1.123,16:f7:64:0d:7c:cc,Debian 12.9,8,None,-,1,537,CT1B-ZAC_VLAN1,1,32,NVMe,Shared - Group 2
CT1B-0203-GTA20-N1-vm13,10.65.166.5,192.168.187.244,Debian 12.9,ZAC-CC-Testing,Test-Server,ZS-CC-Testing,6.1.123,76:d6:0c:3a:ba:48,Debian 12.9,8,None,-,1,537,CT1B-ZAC_VLAN1,1,32,NVMe,Shared - Group 2
CT1B-0203-GTA20-N1-vm19,10.65.166.20,192.168.187.244,Debian 12.9,ZAC-CC-Testing,Test-Server,ZS-CC-Testing,6.1.123,da:f6:c5:e6:3b:14,Debian 12.9,8,None,-,1,537,CT1B-ZAC_VLAN1,1,32,NVMe,Shared - Group 2
CT1B-0203-GTA20-N1-vm20,10.65.166.19,192.168.187.244,Debian 12.9,ZAC-CC-Testing,Test-Server,ZS-CC-Testing,6.1.123,de:14:07:31:9d:55,Debian 12.9,8,None,-,1,537,CT1B-ZAC_VLAN1,1,32,NVMe,Shared - Group 2
CT1B-0203-GTA20-N1-vm15,10.65.166.10,192.168.187.244,Debian 12.9,ZAC-CC-Testing,Test-Server,ZS-CC-Testing,6.1.123,de:e7:ad:75:a0:70,Debian 12.9,8,None,-,1,537,CT1B-ZAC_VLAN1,1,32,NVMe,Shared - Group 2
CT1B-0203-GTA20-N1-vm16,10.65.166.12,192.168.187.244,Debian 12.9,ZAC-CC-Testing,Test-Server,ZS-CC-Testing,6.1.123,c2:ea:f2:a6:4f:4c,Debian 12.9,8,None,-,1,537,CT1B-ZAC_VLAN1,1,32,NVMe,Shared - Group 2
CT1B-0203-GTA20-N1-vm17,10.65.166.16,192.168.187.244,Debian 12.9,ZAC-CC-Testing,Test-Server,ZS-CC-Testing,6.1.123,9a:2f:f1:77:50:bd,Debian 12.9,8,None,-,1,537,CT1B-ZAC_VLAN1,1,32,NVMe,Shared - Group 2
CT01-D2C11-N4-vm1,172.20.88.180,172.20.209.47,Debian 12.9,Logs-ZlQuery,AppServer,Console,6.1.123,6e:6c:14:2b:8f:bd,Debian 12.9,16,None,-,1,301,VLAN-172.20,1,32,SSD,Shared - Group 1
CT1D-0603-D1R40-vm17,172.20.87.243,10.65.140.185,Debian 12.9,Reports,C-Store,reports-cs-qa,6.1.123,82:9a:da:7a:2e:3a,Debian 12.9,16,None,-,1,1600,VLAN-172.20,1,32,NVMe,Shared - Group 2
CT1D-0602-D1R40-vm24,172.20.72.206,10.65.140.195,Debian 12.9,DistDBMI,Postgres,default,6.1.123,d6:e9:6d:06:82:43,Debian 12.9,8,None,-,1,268,VLAN-172.20,1,32,NVMe,Shared - Group 1
CT05-I2U19-N1-vm71,172.20.91.5,172.20.87.177,Debian 11.7,DistDBMI,DistDB-QueryCoordinator,Internal-debian,6.1.123,52:54:00:8d:35:6e,Debian 12.9,32,Unknown,-,1,634,VLAN-172.20,1,20,SSD,Shared - Group 2
CT05-I2U19-N1-vm72,172.20.91.1,172.20.87.177,Debian 11.7,DistDBMI,DistDB-QueryCoordinator,Internal-debian,6.1.123,52:54:00:48:d3:6d,Debian 12.9,32,Unknown,-,1,634,VLAN-172.20,1,20,SSD,Shared - Group 2
CT1B-0203-GTA20-N1-vm21,10.65.166.21,192.168.187.244,Debian 12.9,-,-,-,6.1.123,16:b8:3b:de:db:56,Debian 12.9,8,None,-,1,537,CT1B-ZAC_VLAN1,1,32,NVMe,Shared - Group 1
CT1B-0203-GTA20-N1-vm22,10.65.166.22,192.168.187.244,Debian 12.9,Zorro,Test-Server,Zorro,6.1.123,d6:cc:32:05:30:d1,Debian 12.9,8,None,-,1,537,CT1B-ZAC_VLAN1,1,32,NVMe,Shared - Group 1
CT1B-0203-GTA20-N1-vm24,10.65.166.24,192.168.187.244,Debian 12.9,ZACTesting,Test-Server,NA,3.10.0-1160.119.1.el7.x86_64,ce:b0:2e:6c:9d:5e,CentOS Linux release 7.9.2009 (Core),8,None,-,1,537,CT1B-ZAC_VLAN1,1,32,NVMe,Shared - Group 2
CT1B-0203-GTA20-N1-vm25,10.65.166.25,192.168.187.244,Debian 12.9,-,-,-,6.1.123,c2:1f:c6:2d:a4:4e,Debian 12.9,8,None,-,1,537,CT1B-ZAC_VLAN1,1,32,NVMe,Shared - Group 2
CT1D-0602-D1R31-vm37,10.65.235.18,10.65.141.45,Debian 12.7,Code,"Code-Grafana,Code-Prometheus",common,6.1.123,1a:12:51:c4:98:e2,Debian 12.9,16,None,-,1,537,CT1-CODE-APP-EXTEND,1,32,NVMe,Shared - Group 1
CT1B-0205-D2C22-N1-vm39,192.168.185.244,172.20.96.197,Debian 11.3,Code,Code-DockerHost,previewhost,6.1.123,52:54:00:bb:b3:54,Debian 12.9,16,None,-,1,387,Code_ZC_Docker_VLAN,1,40,NVMe,Shared - Group 2
CT1B-0506-GTA18-N3-vm41,172.20.87.185,10.65.141.199,Debian 12.7,ZACTesting,Test-Server,QA,6.1.123,ba:41:bc:45:e4:ca,Debian 12.9,4,Unknown,-,1,215,VLAN-172.20,1,32,NVMe,Shared - Group 2
CT1B-0505-D2C20-N1-vm29,172.20.69.137,10.62.31.144,Debian 12.6,Meeting,MySQL,default,6.1.123,f2:7b:22:4e:18:81,Debian 12.9,16,Unknown,Master,1,1100,VLAN-172.20,1,32,NVMe,Shared - Group 1
CT1D-0602-D1R34-vm29,10.62.29.84,10.65.140.219,Debian 12.7,varsha-sas-testing,Test-Server,NA,6.1.123,ce:7d:c8:17:1a:ed,Debian 12.9,8,None,-,1,268,CT1B-VLAN2,1,32,NVMe,Shared - Group 2
CT20-FTB10-N1-vm1,10.65.166.30,10.65.166.27,Debian 12.9,ZACTesting,Test-Server,QA,6.1.123,52:54:00:f1:cc:85,Debian 12.9,4,Unknown,-,1,377,CT1B-ZAC_VLAN1,1,32,SSD,Shared - Group 1
CT20-FTB10-N1-vm2,10.65.166.31,10.65.166.27,Debian 12.9,ZACTesting,Test-Server,QA,6.1.123,52:54:00:b6:2e:b6,Debian 12.9,4,Unknown,-,1,377,CT1B-ZAC_VLAN1,1,32,SSD,Shared - Group 1
CT20-FTB10-N1-vm3,10.65.166.32,10.65.166.27,Debian 12.9,ZACTesting,Test-Server,QA,6.1.123,52:54:00:15:2b:6c,Debian 12.9,4,Unknown,-,1,377,CT1B-ZAC_VLAN1,1,32,SSD,Shared - Group 1
CT20-FTB10-N1-vm4,10.65.166.33,10.65.166.27,Debian 12.9,ZACTesting,Test-Server,QA,6.1.123,52:54:00:1f:d1:41,Debian 12.9,4,Unknown,-,1,377,CT1B-ZAC_VLAN1,1,32,SSD,Shared - Group 1
CT20-FTB10-N1-vm5,10.65.166.34,10.65.166.27,Debian 12.9,ZACTesting,Test-Server,QA,6.1.123,52:54:00:b9:61:53,Debian 12.9,4,Unknown,-,0,377,CT1B-ZAC_VLAN1,1,32,SSD,Shared - Group 1
CT20-FTB10-N1-vm6,10.65.166.35,10.65.166.27,Debian 12.9,ZACTesting,Test-Server,QA,6.1.123,52:54:00:34:d1:a9,Debian 12.9,4,Unknown,-,1,377,CT1B-ZAC_VLAN1,1,32,SSD,Shared - Group 1
CT20-FTB10-N1-vm8,10.65.166.37,10.65.166.27,Debian 12.9,ZACTesting,Test-Server,QA,6.1.123,52:54:00:38:60:26,Debian 12.9,4,Unknown,-,1,377,CT1B-ZAC_VLAN1,1,32,SSD,Shared - Group 1
CT20-FTB10-N1-vm12,10.65.166.41,10.65.166.27,Debian 12.9,ZACTesting,Test-Server,QA,6.1.123,52:54:00:2c:e0:a1,Debian 12.9,4,Unknown,-,1,225,CT1B-ZAC_VLAN1,1,32,SSD,Shared - Group 1
CT20-FTB10-N1-vm7,10.65.166.36,10.65.166.27,Debian 12.9,ZACTesting,Test-Server,QA,6.1.123,52:54:00:bb:1b:d8,Debian 12.9,4,Unknown,-,1,377,CT1B-ZAC_VLAN1,1,32,SSD,Shared - Group 1
CT20-FTB10-N1-vm9,10.65.166.38,10.65.166.27,Debian 12.9,ZACTesting,Test-Server,QA,6.1.123,52:54:00:18:d9:fc,Debian 12.9,4,Unknown,-,1,377,CT1B-ZAC_VLAN1,1,32,SSD,Shared - Group 1
CT20-FTB10-N1-vm10,10.65.166.39,10.65.166.27,Debian 12.9,ZACTesting,Test-Server,QA,6.1.123,52:54:00:82:20:ab,Debian 12.9,4,Unknown,-,1,377,CT1B-ZAC_VLAN1,1,32,SSD,Shared - Group 1
CT20-FTB10-N1-vm11,10.65.166.40,10.65.166.27,Debian 12.9,ZACTesting,Test-Server,QA,6.1.123,52:54:00:50:d0:1e,Debian 12.9,4,Unknown,-,1,225,CT1B-ZAC_VLAN1,1,32,SSD,Shared - Group 1
CT20-FTB10-N1-vm13,10.65.166.42,10.65.166.27,Debian 12.9,ZACTesting,Test-Server,QA,6.1.123,52:54:00:d6:b9:aa,Debian 12.9,4,Unknown,-,1,225,CT1B-ZAC_VLAN1,1,32,SSD,Shared - Group 1
CT20-FTB10-N1-vm14,10.65.166.43,10.65.166.27,Debian 12.9,ZACTesting,Test-Server,QA,6.1.123,52:54:00:87:a4:b8,Debian 12.9,4,Unknown,-,1,225,CT1B-ZAC_VLAN1,1,32,SSD,Shared - Group 1
CT20-FTB10-N1-vm15,10.65.166.44,10.65.166.27,Debian 12.9,ZACTesting,Test-Server,QA,6.1.123,52:54:00:f0:34:6b,Debian 12.9,4,Unknown,-,1,225,CT1B-ZAC_VLAN1,1,32,SSD,Shared - Group 1
CT20-FTB10-N1-vm16,10.65.166.45,10.65.166.27,Debian 12.9,ZACTesting,Test-Server,QA,6.1.123,52:54:00:3d:1b:c3,Debian 12.9,4,Unknown,-,1,225,CT1B-ZAC_VLAN1,1,32,SSD,Shared - Group 1
CT20-FTB10-N1-vm17,10.65.166.46,10.65.166.27,Debian 12.9,ZACTesting,Test-Server,QA,6.1.123,52:54:00:d6:44:8c,Debian 12.9,4,Unknown,-,1,225,CT1B-ZAC_VLAN1,1,32,SSD,Shared - Group 1
CT20-FTB10-N1-vm18,10.65.166.47,10.65.166.27,Debian 12.9,ZACTesting,Test-Server,QA,6.1.123,52:54:00:93:a6:13,Debian 12.9,4,Unknown,-,1,225,CT1B-ZAC_VLAN1,1,32,SSD,Shared - Group 1
CT20-FTB10-N1-vm19,10.65.166.48,10.65.166.27,Debian 12.9,ZACTesting,Test-Server,QA,6.1.123,52:54:00:aa:16:7d,Debian 12.9,4,Unknown,-,1,225,CT1B-ZAC_VLAN1,1,32,SSD,Shared - Group 1
