Cage,Rack,Label,Server IP,HostName,Server Type,Server Model,ZService,Component,Group,OS,RAM (GB),Memory Encryption,Disk Encryption,Role,LB Type,PO Number,VLAN,CPU(s),Drive Type
NWL-HALL4-POD5-ROW5,CT1B-0506,CT1B-0506-GTA18-N3,10.65.141.199,10.65.141.199,KVM,SYS-211GT-HNTR,-,-,-,Debian 12.7,512,Unknown,HW Encryption Supported,-,None,ZOHO EST/24-25/1410,CT1-VIRTUALIZATION-HOST,32,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0507,CT1B-0507-GTA18-N4,10.65.141.194,10.65.141.194,KVM,SYS-211GT-HNTR,-,-,-,Debian 12.7,512,Unknown,HW Encryption Supported,-,None,ZOHO EST/24-25/1410,CT1-VIRTUALIZATION-HOST,32,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0507,CT1B-0507-GTA10-N2,10.65.140.103,10.65.140.103,CONTAINER_HOST,SYS-211GT-HNTR,-,-,-,Debian 12.9,384,Unknown,HW Encryption Supported,-,None,ZOHO EST/24-25/1410,CT1-VIRTUALIZATION-HOST,32,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0507,CT1B-0507-GTA18-N1,10.65.141.195,10.65.141.195,KVM,SYS-211GT-HNTR,-,-,-,Debian 12.7,512,Unknown,HW Encryption Supported,-,None,ZOHO EST/24-25/1410,CT1-VIRTUALIZATION-HOST,32,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0507,CT1B-0507-GTA10-N1,10.65.141.220,10.65.141.220,KVM,SYS-211GT-HNTR,-,-,-,Debian 12.9,256,Unknown,HW Encryption Supported,-,None,ZOHO EST/24-25/1410,CT1-VIRTUALIZATION-HOST,32,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0505,CT1B-0505-GTA10-N1,10.65.141.222,10.65.141.222,KVM,SYS-211GT-HNTR,-,-,-,Debian 12.7,512,Unknown,HW Encryption Supported,-,None,ZOHO EST/24-25/1410,CT1-VIRTUALIZATION-HOST,32,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0508,CT1B-0508-D2C28-N3,10.65.141.235,10.65.141.235,KVM,PowerEdge C6620,-,-,-,Debian 12.7,512,Unknown,Not Known,-,None,ZOHO EST/24-25/1594,CT1-VIRTUALIZATION-HOST,32,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0507,CT1B-0507-D2C30-N1,10.65.141.239,10.65.141.239,KVM,PowerEdge C6620,-,-,-,Debian 12.7,512,Unknown,Not Known,-,None,ZOHO EST/24-25/1594,CT1-VIRTUALIZATION-HOST,32,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0506,CT1B-0506-D2C28-N1,10.65.141.243,10.65.141.243,KVM,PowerEdge C6620,-,-,-,Debian 12.7,512,Unknown,Not Known,-,None,ZOHO EST/24-25/1594,CT1-VIRTUALIZATION-HOST,32,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0508,CT1B-0508-D2C28-N2,10.65.141.234,10.65.141.234,KVM,PowerEdge C6620,-,-,-,Debian 12.7,512,Unknown,Not Known,-,None,ZOHO EST/24-25/1594,CT1-VIRTUALIZATION-HOST,32,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0508,CT1B-0508-D2C28-N1,10.65.141.232,10.65.141.232,KVM,PowerEdge C6620,-,-,-,Debian 12.7,512,Unknown,Not Known,-,None,ZOHO EST/24-25/1594,CT1-VIRTUALIZATION-HOST,32,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0507,CT1B-0507-D2C30-N3,10.65.141.241,10.65.141.241,KVM,PowerEdge C6620,-,-,-,Debian 12.7,512,Unknown,Not Known,-,None,ZOHO EST/24-25/1594,CT1-VIRTUALIZATION-HOST,32,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0507,CT1B-0507-D2C30-N4,10.65.141.242,10.65.141.242,KVM,PowerEdge C6620,-,-,-,Debian 12.7,512,Unknown,Not Known,-,None,ZOHO EST/24-25/1594,CT1-VIRTUALIZATION-HOST,32,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0507,CT1B-0507-D2C30-N2,10.65.141.240,10.65.141.240,KVM,PowerEdge C6620,-,-,-,Debian 12.7,512,Unknown,Not Known,-,None,ZOHO EST/24-25/1594,CT1-VIRTUALIZATION-HOST,32,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0507,CT1B-0507-D2C30-N2-vm10,10.65.149.22,10.65.149.22,VM,-,-,-,-,Debian 12.7,8,Unknown,Not Known,-,None,ZOHO EST/24-25/1594,CT1-COMMON-APP1,32,NVMe
Cage1,CT05,CT05-I2U15-N3-Container-6,172.20.202.150,172.20.202.150,CN,-,-,-,-,Debian 12.7,4,Unknown,HW Encryption Not Supported,-,None,-,VLAN-172.20,2,HDD
Cage1,CT05,CT05-I2U15-N3-Container-7,172.20.202.149,172.20.202.149,CN,-,-,-,-,Debian 12.7,4,Unknown,HW Encryption Not Supported,-,None,-,VLAN-172.20,2,HDD
Cage1,CT05,CT05-I2U15-N3-Container-15,172.20.202.141,172.20.202.141,CN,-,-,-,-,Debian 12.7,4,Unknown,HW Encryption Not Supported,-,None,-,VLAN-172.20,2,HDD
Cage1,CT05,CT05-I2U15-N3-Container-16,10.62.20.177,10.62.20.177,CN,-,-,-,-,Debian 12.7,4,Unknown,HW Encryption Not Supported,-,None,-,CT1B-VLAN2,2,HDD
NWL-HALL4-POD5-ROW5,CT1B-0505,CT1B-0505-GTA12-N1,10.65.141.215,10.65.141.215,KVM,SYS-211GT-HNTR,-,-,-,Debian 12.7,512,Unknown,HW Encryption Supported,-,None,ZOHO EST/24-25/1410,CT1-VIRTUALIZATION-HOST,32,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0506,CT1B-0506-D2C28-N3,10.65.141.135,10.65.141.135,KVM,PowerEdge C6620,-,-,-,Debian 12.7,512,Unknown,Not Known,-,None,ZOHO EST/24-25/1594,CT1-VIRTUALIZATION-HOST,32,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0506,CT1B-0506-D2C28-N2,10.65.141.193,10.65.141.193,KVM,PowerEdge C6620,-,-,-,Debian 12.7,512,Unknown,Not Known,-,None,ZOHO EST/24-25/1594,CT1-VIRTUALIZATION-HOST,32,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0506,CT1B-0506-D2C28-N4,10.65.141.67,10.65.141.67,KVM,PowerEdge C6620,-,-,-,Debian 12.7,512,Unknown,Not Known,-,None,ZOHO EST/24-25/1594,CT1-VIRTUALIZATION-HOST,32,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0506,CT1B-0506-D2C28-N2-vm11,10.62.79.249,10.62.79.249,VM,-,-,-,-,Debian 13.5,4,Unknown,Not Known,-,None,ZOHO EST/24-25/1594,CT1B-ZAN-Opsmon,16,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0505,CT1B-0505-GTA12-N1-vm23,172.20.210.205,172.20.210.205,VM,-,-,-,-,Debian 12.7,8,Unknown,HW Encryption Supported,-,None,ZOHO EST/24-25/1410,VLAN-172.20,32,NVMe
Cage1,CT25,CT25-FTA23-N2-vm3,172.20.210.197,172.20.210.197,VM,-,-,-,-,Debian 12.9,16,-,HW Encryption Not Supported,-,None,ZOHO EST/92-94/0218,VLAN-172.20,16,HW_RAID
NWL-HALL3-POD3-ROW6,CT1D-0601,CT1D-0601-D1R19,10.65.141.54,10.65.141.54,KVM,PowerEdge R6615,-,-,-,Debian 12.7,512,None,Not Known,-,None,ZOHOEST/24-25/2079,CT1-VIRTUALIZATION-HOST,64,NVMe
NWL-HALL3-POD3-ROW6,CT1D-0601,CT1D-0601-D1R18,10.65.141.53,10.65.141.53,KVM,PowerEdge R6615,-,-,-,Debian 12.7,512,None,HW Encryption Supported,-,None,ZOHOEST/24-25/2079,CT1-VIRTUALIZATION-HOST,64,NVMe
NWL-HALL3-POD3-ROW6,CT1D-0601,CT1D-0601-D1R32,10.65.141.51,10.65.141.51,KVM,PowerEdge R6615,-,-,-,Debian 12.7,512,None,HW Encryption Supported,-,None,ZOHOEST/24-25/2079,CT1-VIRTUALIZATION-HOST,64,NVMe
NWL-HALL3-POD3-ROW6,CT1D-0602,CT1D-0602-D1R17,10.65.141.56,10.65.141.56,KVM,PowerEdge R6615,-,-,-,Debian 12.7,512,None,HW Encryption Supported,-,None,ZOHOEST/24-25/2079,CT1-VIRTUALIZATION-HOST,64,NVMe
NWL-HALL3-POD3-ROW6,CT1D-0601,CT1D-0601-D1R17,10.65.141.55,10.65.141.55,KVM,PowerEdge R6615,-,-,-,Debian 12.7,512,None,Not Known,-,None,ZOHOEST/24-25/2079,CT1-VIRTUALIZATION-HOST,64,NVMe
NWL-HALL3-POD3-ROW6,CT1D-0602,CT1D-0602-D1R29,10.65.140.205,10.65.140.205,CONTAINER_HOST,PowerEdge R6615,-,-,-,Debian 12.9,128,None,Not Known,-,None,ZOHOEST/24-25/2080,CT1-VIRTUALIZATION-HOST,32,NVMe
NWL-HALL3-POD3-ROW6,CT1D-0603,CT1D-0603-D1R33,10.65.141.37,10.65.141.37,KVM,PowerEdge R6615,-,-,-,Debian 12.7,512,None,HW Encryption Supported,-,None,ZOHOEST/24-25/2079,CT1-VIRTUALIZATION-HOST,64,NVMe
NWL-HALL3-POD3-ROW6,CT1D-0602,CT1D-0602-D1R20,10.65.141.47,10.65.141.47,KVM,PowerEdge R6615,-,-,-,Debian 12.7,512,None,HW Encryption Supported,-,None,ZOHOEST/24-25/2079,CT1-VIRTUALIZATION-HOST,64,NVMe
NWL-HALL3-POD3-ROW6,CT1D-0602,CT1D-0602-D1R33,10.65.141.43,10.65.141.43,KVM,PowerEdge R6615,-,-,-,Debian 12.7,512,None,HW Encryption Supported,-,None,ZOHOEST/24-25/2079,CT1-VIRTUALIZATION-HOST,64,NVMe
NWL-HALL3-POD3-ROW6,CT1D-0604,CT1D-0604-D1R17,10.65.141.35,10.65.141.35,KVM,PowerEdge R6615,-,-,-,Debian 12.7,512,None,HW Encryption Supported,-,None,ZOHOEST/24-25/2079,CT1-VIRTUALIZATION-HOST,64,NVMe
NWL-HALL3-POD3-ROW6,CT1D-0603,CT1D-0603-D1R17,10.65.141.42,10.65.141.42,KVM,PowerEdge R6615,-,-,-,Debian 12.7,512,None,HW Encryption Supported,-,None,ZOHOEST/24-25/2079,CT1-VIRTUALIZATION-HOST,64,NVMe
NWL-HALL3-POD3-ROW6,CT1D-0602,CT1D-0602-D1R18,10.65.141.49,10.65.141.49,KVM,PowerEdge R6615,-,-,-,Debian 12.7,512,None,HW Encryption Supported,-,None,ZOHOEST/24-25/2079,CT1-VIRTUALIZATION-HOST,64,NVMe
NWL-HALL3-POD3-ROW6,CT1D-0602,CT1D-0602-D1R21,10.65.141.46,10.65.141.46,KVM,PowerEdge R6615,-,-,-,Debian 12.7,512,None,HW Encryption Supported,-,None,ZOHOEST/24-25/2079,CT1-VIRTUALIZATION-HOST,64,NVMe
NWL-HALL3-POD3-ROW6,CT1D-0602,CT1D-0602-D1R26,10.65.140.206,10.65.140.206,CONTAINER_HOST,PowerEdge R6615,-,-,-,Debian 12.9,128,None,Not Known,-,None,ZOHOEST/24-25/2080,CT1-VIRTUALIZATION-HOST,32,NVMe
NWL-HALL3-POD3-ROW6,CT1D-0602,CT1D-0602-D1R32,10.65.141.44,10.65.141.44,KVM,PowerEdge R6615,-,-,-,Debian 12.7,512,None,HW Encryption Supported,-,None,ZOHOEST/24-25/2079,CT1-VIRTUALIZATION-HOST,64,NVMe
NWL-HALL3-POD3-ROW6,CT1D-0604,CT1D-0604-D1R18,10.65.141.36,10.65.141.36,KVM,PowerEdge R6615,-,-,-,Debian 12.7,512,None,HW Encryption Supported,-,None,ZOHOEST/24-25/2079,CT1-VIRTUALIZATION-HOST,64,NVMe
NWL-HALL3-POD3-ROW6,CT1D-0601,CT1D-0601-D1R31,10.65.141.52,10.65.141.52,KVM,PowerEdge R6615,-,-,-,Debian 12.7,512,None,HW Encryption Supported,-,None,ZOHOEST/24-25/2079,CT1-VIRTUALIZATION-HOST,64,NVMe
NWL-HALL3-POD3-ROW6,CT1D-0604,CT1D-0604-D1R19,10.65.141.34,10.65.141.34,KVM,PowerEdge R6615,-,-,-,Debian 12.7,512,None,HW Encryption Supported,-,None,ZOHOEST/24-25/2079,CT1-VIRTUALIZATION-HOST,64,NVMe
NWL-HALL3-POD3-ROW6,CT1D-0603,CT1D-0603-D1R31,10.65.141.39,10.65.141.39,KVM,PowerEdge R6615,-,-,-,Debian 12.7,512,None,HW Encryption Supported,-,None,ZOHOEST/24-25/2079,CT1-VIRTUALIZATION-HOST,64,NVMe
NWL-HALL3-POD3-ROW6,CT1D-0602,CT1D-0602-D1R31,10.65.141.45,10.65.141.45,KVM,PowerEdge R6615,-,-,-,Debian 12.7,512,None,HW Encryption Supported,-,None,ZOHOEST/24-25/2079,CT1-VIRTUALIZATION-HOST,64,NVMe
NWL-HALL3-POD3-ROW6,CT1D-0604,CT1D-0604-D1R32,10.65.141.33,10.65.141.33,KVM,PowerEdge R6615,-,-,-,Debian 12.7,512,None,HW Encryption Supported,-,None,ZOHOEST/24-25/2079,CT1-VIRTUALIZATION-HOST,64,NVMe
NWL-HALL3-POD3-ROW6,CT1D-0603,CT1D-0603-D1R19,10.65.141.41,10.65.141.41,KVM,PowerEdge R6615,-,-,-,Debian 12.7,512,None,HW Encryption Supported,-,None,ZOHOEST/24-25/2079,CT1-VIRTUALIZATION-HOST,64,NVMe
NWL-HALL3-POD3-ROW6,CT1D-0604,CT1D-0604-D1R31,10.65.141.32,10.65.141.32,KVM,PowerEdge R6615,-,-,-,Debian 12.7,512,None,HW Encryption Supported,-,None,ZOHOEST/24-25/2079,CT1-VIRTUALIZATION-HOST,64,NVMe
NWL-HALL3-POD3-ROW6,CT1D-0604,CT1D-0604-D1R33,10.65.140.237,10.65.140.237,KVM,PowerEdge R6615,-,-,-,Debian 12.7,512,None,HW Encryption Supported,-,None,ZOHOEST/24-25/2079,CT1-VIRTUALIZATION-HOST,64,NVMe
NWL-HALL3-POD3-ROW6,CT1D-0602,CT1D-0602-D1R19,10.65.141.48,10.65.141.48,KVM,PowerEdge R6615,-,-,-,Debian 12.7,512,None,HW Encryption Supported,-,None,ZOHOEST/24-25/2079,CT1-VIRTUALIZATION-HOST,64,NVMe
NWL-HALL3-POD3-ROW6,CT1D-0603,CT1D-0603-D1R18,10.65.141.40,10.65.141.40,KVM,PowerEdge R6615,-,-,-,Debian 12.7,512,None,Not Known,-,None,ZOHOEST/24-25/2079,CT1-VIRTUALIZATION-HOST,64,NVMe
NWL-HALL3-POD3-ROW6,CT1D-0603,CT1D-0603-D1R32,10.65.141.38,10.65.141.38,KVM,PowerEdge R6615,-,-,-,Debian 12.7,512,None,HW Encryption Supported,-,None,ZOHOEST/24-25/2079,CT1-VIRTUALIZATION-HOST,64,NVMe
NWL-HALL3-POD3-ROW6,CT1D-0601,CT1D-0601-D1R33,10.65.140.225,10.65.140.225,KVM,PowerEdge R6615,-,-,-,Debian 12.7,512,None,HW Encryption Supported,-,None,ZOHOEST/24-25/2079,CT1-VIRTUALIZATION-HOST,64,NVMe
NWL-HALL3-POD3-ROW6,CT1D-0602,CT1D-0602-D1R17-vm19,10.65.150.235,10.65.150.235,VM,-,-,-,-,Debian 12.9,8,None,HW Encryption Supported,-,None,ZOHOEST/24-25/2079,CT1-COMMON-APP1,32,NVMe
NWL-HALL3-POD3-ROW6,CT1D-0602,CT1D-0602-D1R18-vm31,10.62.79.225,10.62.79.225,VM,-,-,-,-,Debian 13.5,4,None,HW Encryption Supported,-,None,ZOHOEST/24-25/2079,CT1B-ZAN-Opsmon,32,NVMe
NWL-HALL3-POD3-ROW6,CT1D-0602,CT1D-0602-D1R33-vm24,172.20.210.116,172.20.210.116,VM,-,-,-,-,Debian 13.5,8,None,HW Encryption Supported,-,None,ZOHOEST/24-25/2079,VLAN-172.20,16,NVMe
NWL-HALL3-POD3-ROW6,CT1D-0603,CT1D-0603-D1R31-vm22,172.20.209.75,172.20.209.75,VM,-,-,-,-,Debian 12.7,8,None,HW Encryption Supported,-,None,ZOHOEST/24-25/2079,VLAN-172.20,32,NVMe
NWL-HALL3-POD3-ROW6,CT1D-0603,CT1D-0603-D1R33-vm11,10.65.152.106,10.65.152.106,VM,-,-,-,-,Debian 12.9,8,None,HW Encryption Supported,-,None,ZOHOEST/24-25/2079,CT1-COMMON-APP1,32,NVMe
NWL-HALL3-POD3-ROW6,CT1D-0603,CT1D-0603-D1R31-vm30,10.62.79.82,10.62.79.82,VM,-,-,-,-,Debian 12.7,4,None,HW Encryption Supported,-,None,ZOHOEST/24-25/2079,CT1B-ZAN-Opsmon,32,NVMe
NWL-HALL3-POD3-ROW6,CT1D-0604,CT1D-0604-D1R19-vm14,172.20.150.16,172.20.150.16,VM,-,-,-,-,Debian 13.5,8,None,HW Encryption Supported,-,None,ZOHOEST/24-25/2079,VLAN-172.20,32,NVMe
NWL-HALL3-POD3-ROW6,CT1D-0604,CT1D-0604-D1R33-vm5,192.168.187.245,192.168.187.245,VM,-,-,-,-,Debian 12.9,30,None,HW Encryption Supported,-,None,ZOHOEST/24-25/2079,LOCALZOHO-CORP,32,NVMe
NWL-HALL3-POD3-ROW6,CT1D-0603,CT1D-0603-D1R33-vm35,10.62.79.226,10.62.79.226,VM,-,-,-,-,Debian 13.5,4,None,HW Encryption Supported,-,None,ZOHOEST/24-25/2079,CT1B-ZAN-Opsmon,32,NVMe
NWL-HALL3-POD3-ROW6,CT1D-0604,CT1D-0604-D1R33-vm32,10.62.79.29,10.62.79.29,VM,-,-,-,-,Debian 12.7,4,None,HW Encryption Supported,-,None,ZOHOEST/24-25/2079,CT1B-ZAN-Opsmon,32,NVMe
NWL-HALL3-POD3-ROW6,CT1D-0601,CT1D-0601-D1R20,10.65.141.60,10.65.141.60,KVM,PowerEdge R6615,-,-,-,Debian 12.7,512,None,Not Known,-,None,ZOHOEST/24-25/2079,CT1-VIRTUALIZATION-HOST,64,NVMe
NWL-HALL3-POD3-ROW6,CT1D-0603,CT1D-0603-D1R35,10.65.140.216,10.65.140.216,KVM,PowerEdge R6615,-,-,-,Debian 12.7,512,None,HW Encryption Supported,-,None,ZOHOEST/24-25/2079,CT1-VIRTUALIZATION-HOST,64,NVMe
NWL-HALL3-POD3-ROW6,CT1D-0604,CT1D-0604-D1R21,10.65.140.214,10.65.140.214,KVM,PowerEdge R6615,-,-,-,Debian 12.7,512,None,Not Known,-,None,ZOHOEST/24-25/2079,CT1-VIRTUALIZATION-HOST,64,NVMe
NWL-HALL3-POD3-ROW6,CT1D-0601,CT1D-0601-D1R35,10.65.140.221,10.65.140.221,KVM,PowerEdge R6615,-,-,-,Debian 12.7,512,None,HW Encryption Supported,-,None,ZOHOEST/24-25/2079,CT1-VIRTUALIZATION-HOST,64,NVMe
NWL-HALL3-POD3-ROW6,CT1D-0603,CT1D-0603-D1R34,10.65.140.215,10.65.140.215,KVM,PowerEdge R6615,-,-,-,Debian 12.7,512,None,HW Encryption Supported,-,None,ZOHOEST/24-25/2079,CT1-VIRTUALIZATION-HOST,64,NVMe
NWL-HALL3-POD3-ROW6,CT1D-0604,CT1D-0604-D1R34,10.65.140.212,10.65.140.212,KVM,PowerEdge R6615,-,-,-,Debian 12.7,512,None,HW Encryption Supported,-,None,ZOHOEST/24-25/2079,CT1-VIRTUALIZATION-HOST,64,NVMe
NWL-HALL3-POD3-ROW6,CT1D-0602,CT1D-0602-D1R35,10.65.140.220,10.65.140.220,KVM,PowerEdge R6615,-,-,-,Debian 12.7,512,None,HW Encryption Supported,-,None,ZOHOEST/24-25/2079,CT1-VIRTUALIZATION-HOST,64,NVMe
NWL-HALL3-POD3-ROW6,CT1D-0604,CT1D-0604-D1R35,10.65.140.211,10.65.140.211,KVM,PowerEdge R6615,-,-,-,Debian 12.7,512,None,HW Encryption Supported,-,None,ZOHOEST/24-25/2079,CT1-VIRTUALIZATION-HOST,64,NVMe
NWL-HALL3-POD3-ROW6,CT1D-0603,CT1D-0603-D1R21,10.65.140.218,10.65.140.218,KVM,PowerEdge R6615,-,-,-,Debian 12.7,512,None,HW Encryption Supported,-,None,ZOHOEST/24-25/2079,CT1-VIRTUALIZATION-HOST,64,NVMe
NWL-HALL3-POD3-ROW6,CT1D-0603,CT1D-0603-D1R20,10.65.140.217,10.65.140.217,KVM,PowerEdge R6615,-,-,-,Debian 12.7,512,None,HW Encryption Supported,-,None,ZOHOEST/24-25/2079,CT1-VIRTUALIZATION-HOST,64,NVMe
NWL-HALL3-POD3-ROW6,CT1D-0602,CT1D-0602-D1R34,10.65.140.219,10.65.140.219,KVM,PowerEdge R6615,-,-,-,Debian 12.7,512,None,HW Encryption Supported,-,None,ZOHOEST/24-25/2079,CT1-VIRTUALIZATION-HOST,64,NVMe
NWL-HALL3-POD3-ROW6,CT1D-0601,CT1D-0601-D1R34,10.65.140.222,10.65.140.222,KVM,PowerEdge R6615,-,-,-,Debian 12.7,512,None,HW Encryption Supported,-,None,ZOHOEST/24-25/2079,CT1-VIRTUALIZATION-HOST,64,NVMe
NWL-HALL3-POD3-ROW6,CT1D-0604,CT1D-0604-D1R20,10.65.140.213,10.65.140.213,KVM,PowerEdge R6615,-,-,-,Debian 12.7,512,None,Not Known,-,None,ZOHOEST/24-25/2079,CT1-VIRTUALIZATION-HOST,64,NVMe
NWL-HALL3-POD3-ROW6,CT1D-0601,CT1D-0601-D1R34-vm19,10.65.153.180,10.65.153.180,VM,-,-,-,-,Debian 12.9,8,None,HW Encryption Supported,-,None,ZOHOEST/24-25/2079,CT1-COMMON-APP1,32,NVMe
NWL-HALL3-POD3-ROW6,CT1D-0604,CT1D-0604-D1R21-vm24,10.65.153.246,10.65.153.246,VM,-,-,-,-,Debian 12.9,8,None,Not Known,-,None,ZOHOEST/24-25/2079,CT1-COMMON-APP1,16,NVMe
NWL-HALL3-POD3-ROW6,CT1D-0602,CT1D-0602-D1R37,10.65.140.197,10.65.140.197,KVM,PowerEdge R6615,-,-,-,Debian 12.9,512,None,Not Known,-,None,ZOHOEST/24-25/2010,CT1-VIRTUALIZATION-HOST,64,NVMe
NWL-HALL3-POD3-ROW6,CT1D-0601,CT1D-0601-D1R37,10.65.140.203,10.65.140.203,KVM,PowerEdge R6615,-,-,-,Debian 12.9,512,None,Not Known,-,None,ZOHOEST/24-25/2010,CT1-VIRTUALIZATION-HOST,64,NVMe
NWL-HALL3-POD3-ROW6,CT1D-0602,CT1D-0602-D1R25,10.65.140.198,10.65.140.198,KVM,PowerEdge R6615,-,-,-,Debian 12.9,512,None,Not Known,-,None,ZOHOEST/24-25/2010,CT1-VIRTUALIZATION-HOST,64,NVMe
NWL-HALL3-POD3-ROW6,CT1D-0602,CT1D-0602-D1R40,10.65.140.195,10.65.140.195,KVM,PowerEdge R6615,-,-,-,Debian 12.9,512,None,Not Known,-,None,ZOHOEST/24-25/2010,CT1-VIRTUALIZATION-HOST,64,NVMe
NWL-HALL3-POD3-ROW6,CT1D-0602,CT1D-0602-D1R39,10.65.140.196,10.65.140.196,KVM,PowerEdge R6615,-,-,-,Debian 12.9,512,None,Not Known,-,None,ZOHOEST/24-25/2010,CT1-VIRTUALIZATION-HOST,64,NVMe
NWL-HALL3-POD3-ROW6,CT1D-0602,CT1D-0602-D1R38,10.65.140.200,10.65.140.200,KVM,PowerEdge R6615,-,-,-,Debian 12.9,512,None,Not Known,-,None,ZOHOEST/24-25/2010,CT1-VIRTUALIZATION-HOST,64,NVMe
NWL-HALL3-POD3-ROW6,CT1D-0601,CT1D-0601-D1R36,10.65.140.201,10.65.140.201,KVM,PowerEdge R6615,-,-,-,Debian 12.9,512,None,Not Known,-,None,ZOHOEST/24-25/2010,CT1-VIRTUALIZATION-HOST,64,NVMe
NWL-HALL3-POD3-ROW6,CT1D-0601,CT1D-0601-D1R38,10.65.140.199,10.65.140.199,KVM,PowerEdge R6615,-,-,-,Debian 12.9,512,None,Not Known,-,None,ZOHOEST/24-25/2010,CT1-VIRTUALIZATION-HOST,64,NVMe
NWL-HALL3-POD3-ROW6,CT1D-0601,CT1D-0601-D1R25,10.65.140.204,10.65.140.204,KVM,PowerEdge R6615,-,-,-,Debian 12.9,512,None,Not Known,-,None,ZOHOEST/24-25/2010,CT1-VIRTUALIZATION-HOST,64,NVMe
NWL-HALL3-POD3-ROW6,CT1D-0603,CT1D-0603-D1R25,10.65.140.190,10.65.140.190,KVM,PowerEdge R6615,-,-,-,Debian 12.9,512,None,Not Known,-,None,ZOHOEST/24-25/2010,CT1-VIRTUALIZATION-HOST,64,NVMe
NWL-HALL3-POD3-ROW6,CT1D-0603,CT1D-0603-D1R24,10.65.140.191,10.65.140.191,KVM,PowerEdge R6615,-,-,-,Debian 12.9,512,None,Not Known,-,None,ZOHOEST/24-25/2010,CT1-VIRTUALIZATION-HOST,64,NVMe
NWL-HALL3-POD3-ROW6,CT1D-0603,CT1D-0603-D1R36,10.65.140.189,10.65.140.189,KVM,PowerEdge R6615,-,-,-,Debian 12.9,512,None,Not Known,-,None,ZOHOEST/24-25/2010,CT1-VIRTUALIZATION-HOST,64,NVMe
NWL-HALL3-POD3-ROW6,CT1D-0604,CT1D-0604-D1R39,10.65.140.178,10.65.140.178,KVM,PowerEdge R6615,-,-,-,Debian 12.9,512,None,Not Known,-,None,ZOHOEST/24-25/2010,CT1-VIRTUALIZATION-HOST,64,NVMe
NWL-HALL3-POD3-ROW6,CT1D-0604,CT1D-0604-D1R37,10.65.140.179,10.65.140.179,KVM,PowerEdge R6615,-,-,-,Debian 12.9,512,None,Not Known,-,None,ZOHOEST/24-25/2010,CT1-VIRTUALIZATION-HOST,64,NVMe
NWL-HALL3-POD3-ROW6,CT1D-0603,CT1D-0603-D1R37,10.65.140.188,10.65.140.188,KVM,PowerEdge R6615,-,-,-,Debian 12.9,512,None,Not Known,-,None,ZOHOEST/24-25/2010,CT1-VIRTUALIZATION-HOST,64,NVMe
NWL-HALL3-POD3-ROW6,CT1D-0603,CT1D-0603-D1R39,10.65.140.186,10.65.140.186,KVM,PowerEdge R6615,-,-,-,Debian 12.9,512,None,Not Known,-,None,ZOHOEST/24-25/2010,CT1-VIRTUALIZATION-HOST,64,NVMe
NWL-HALL3-POD3-ROW6,CT1D-0603,CT1D-0603-D1R22,10.65.140.193,10.65.140.193,KVM,PowerEdge R6615,-,-,-,Debian 12.9,512,None,Not Known,-,None,ZOHOEST/24-25/2010,CT1-VIRTUALIZATION-HOST,64,NVMe
NWL-HALL3-POD3-ROW6,CT1D-0602,CT1D-0602-D1R36,10.65.140.194,10.65.140.194,KVM,PowerEdge R6615,-,-,-,Debian 12.9,512,None,Not Known,-,None,ZOHOEST/24-25/2010,CT1-VIRTUALIZATION-HOST,64,NVMe
NWL-HALL3-POD3-ROW6,CT1D-0604,CT1D-0604-D1R40,10.65.140.176,10.65.140.176,KVM,PowerEdge R6615,-,-,-,Debian 12.9,512,None,Not Known,-,None,ZOHOEST/24-25/2010,CT1-VIRTUALIZATION-HOST,64,NVMe
NWL-HALL3-POD3-ROW6,CT1D-0604,CT1D-0604-D1R23,10.65.140.183,10.65.140.183,KVM,PowerEdge R6615,-,-,-,Debian 12.9,512,None,Not Known,-,None,ZOHOEST/24-25/2010,CT1-VIRTUALIZATION-HOST,64,NVMe
NWL-HALL3-POD3-ROW6,CT1D-0603,CT1D-0603-D1R40,10.65.140.185,10.65.140.185,KVM,PowerEdge R6615,-,-,-,Debian 12.9,512,None,Not Known,-,None,ZOHOEST/24-25/2010,CT1-VIRTUALIZATION-HOST,64,NVMe
