Cage,Rack,Label,Server IP,HostName,Server Type,Server Model,ZService,Component,Group,OS,RAM (GB),Memory Encryption,Disk Encryption,Role,LB Type,PO Number,VLAN,CPU(s),Drive Type
CT1E,CT1E-117,CT1E-117-H1U10-vm1,10.164.122.154,10.164.122.154,VM,-,Books,Hyna,Books_Hynalite_1,Debian 12.9,128,None,HW Encryption Supported,-,None,-,CT1E-NON-SAS STORAGE,32,NVMe
CT1E,CT1E-117,CT1E-117-H1U13-vm32,10.164.122.142,10.164.122.142,VM,-,Books,Hyna,Books_Hynalite_1,Debian 12.9,128,None,HW Encryption Supported,-,None,-,CT1E-NON-SAS STORAGE,32,NVMe
CT1E,CT1E-118,CT1E-118-H1U13-vm1,10.164.122.148,10.164.122.148,VM,-,Books,Hyna,Books_Hynalite_1,Debian 12.9,128,None,HW Encryption Supported,-,None,-,CT1E-NON-SAS STORAGE,32,NVMe
CT1E,CT1E-119,CT1E-119-H1U12-vm23,10.164.123.145,10.164.123.145,VM,-,Cirrus,Hyna,CIRRUS_HYNA,Debian 12.9,32,None,HW Encryption Supported,-,None,-,CT1E-NON-SAS STORAGE,32,NVMe
CT1E,CT1E-119,CT1E-119-H1U10-vm30,10.164.123.148,10.164.123.148,VM,-,Cirrus,Hyna,CIRRUS_HYNA,Debian 12.9,32,None,HW Encryption Supported,-,None,-,CT1E-NON-SAS STORAGE,32,NVMe
CT1E,CT1E-120,CT1E-120-H1U14-vm9,10.164.123.153,10.164.123.153,VM,-,Cirrus,Hyna,CIRRUS_HYNA,Debian 12.9,32,None,HW Encryption Supported,-,None,-,CT1E-NON-SAS STORAGE,32,NVMe
KTA,KTA-0206,KTA-0206-H1U29-vm3,10.134.46.123,10.134.46.123,VM,-,Cloud,Hyna,hynatest,Debian 12.9,16,None,HW Encryption Supported,-,None,-,KRISP-CT1-NONSAS-COMPUTE,32,NVMe
KTA,KTA-0202,KTA-0202-D1R14-vm1,10.134.46.152,10.134.46.152,VM,-,Cloud,Hyna,hynatest,Debian 12.9,16,None,HW Encryption Supported,-,None,ZOHOKRISP/24-25/0483,KRISP-CT1-NONSAS-COMPUTE,32,NVMe
KTA,KTA-0204,KTA-0204-H1U30-vm2,10.134.46.178,10.134.46.178,VM,-,Cloud,Hyna,hynatest,Debian 12.9,16,None,HW Encryption Supported,-,None,-,KRISP-CT1-NONSAS-COMPUTE,32,NVMe
CT1E,CT1E-114,CT1E-114-H1U13-vm28,10.164.119.86,10.164.119.86,VM,-,Cloud,Hyna,hynatest1,Debian 12.9,8,None,HW Encryption Supported,-,None,-,CT1E-NON-SAS COMPUTE,32,NVMe
CT1E,CT1E-0112,CT1E-0112-D1R34-vm2,10.164.119.78,10.164.119.78,VM,-,Cloud,Hyna,hynatest1,Debian 12.9,8,None,HW Encryption Supported,-,None,-,CT1E-NON-SAS COMPUTE,32,NVMe
CT1E,CT1E-0115,CT1E-0115-D1R33-vm26,10.164.119.242,10.164.119.242,VM,-,Cloud,Hyna,hynatest1,Debian 13.1,8,None,HW Encryption Supported,-,None,-,CT1E-NON-SAS COMPUTE,32,NVMe
CT1E,CT1E-0114,CT1E-0114-D1R34-vm18,10.164.119.153,10.164.119.153,VM,-,Cloud,Hyna,hynatest,Debian 13.4,8,None,HW Encryption Supported,-,None,-,CT1E-NON-SAS COMPUTE,32,NVMe
CT1E,CT1E-119,CT1E-119-D1R32-vm11,10.164.118.53,10.164.118.53,VM,-,Cloud,Hyna,hynatest,Debian 13.4,8,None,HW Encryption Supported,-,None,ZOHOCHN-SIFY/25-26/0066,CT1E-NON-SAS COMPUTE,32,NVMe
CT1E,CT1E-0117,CT1E-0117-D1R31-vm29,10.164.119.10,10.164.119.10,VM,-,Cloud,Hyna,hynatest,Debian 13.4,8,None,HW Encryption Supported,-,None,-,CT1E-NON-SAS COMPUTE,32,NVMe
NWL-HALL4-POD1-ROW2,CT1B-0201,CT1B-0201-BTA16-N2-vm40,172.20.93.194,172.20.93.194,VM,-,Cloud,Hyna,load_balancer,Debian 12.9,32,Unknown,Not Known,-,None,ZOHO EST/23-24/0781,VLAN-172.20,32,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0502,CT1B-0502-D2C24-N3-vm44,172.20.74.111,172.20.74.111,VM,-,Cloud,Hyna,load_balancer,Debian 12.9,32,Unknown,HW Encryption Not Supported,-,None,-,VLAN-172.20,32,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0505,CT1B-0505-D2C24-N2-vm32,172.20.70.83,172.20.70.83,VM,-,Cloud,Hyna,waf,Debian 12.6,32,Unknown,HW Encryption Supported,-,None,ZOHO EST/23-241979,VLAN-172.20,32,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0505,CT1B-0505-D2C20-N4-vm32,172.20.70.84,172.20.70.84,VM,-,Cloud,Hyna,waf,Debian 12.6,32,Unknown,HW Encryption Supported,-,None,ZOHO EST/23-24/1979,VLAN-172.20,32,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0505,CT1B-0505-D2C20-N3-vm31,172.20.89.138,172.20.89.138,VM,-,Cloud,Hyna,waf,Debian 12.6,32,Unknown,HW Encryption Supported,-,None,ZOHO EST/23-24/1979,VLAN-172.20,32,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0504,CT1B-0504-D2C26-N1-vm53,172.20.69.56,172.20.69.56,VM,-,Cloud,Hyna,load_balancer,Debian 11.7,32,Unknown,HW Encryption Supported,-,None,ZOHO EST/23-24/1979,VLAN-172.20,32,NVMe
ME-Lab,CT1A20,CT1A20-I2C35-N3-vm44,172.20.86.91,172.20.86.91,VM,-,Cloud,Hyna,load_balancer,Debian 12.6,32,Unknown,HW Encryption Supported,-,None,-,VLAN-172.20,20,SSD
CT1E,CT1E-119,CT1E-119-H1U14-vm29,10.164.122.29,10.164.122.29,VM,-,DelivCentral,Hyna,delivcentral,Debian 12.9,16,None,HW Encryption Supported,-,None,-,CT1E-NON-SAS STORAGE,32,NVMe
CT1E,CT1E-120,CT1E-120-H1U13-vm2,10.164.122.36,10.164.122.36,VM,-,DelivCentral,Hyna,delivcentral,Debian 12.9,16,None,HW Encryption Supported,-,None,-,CT1E-NON-SAS STORAGE,32,NVMe
CT1E,CT1E-120,CT1E-120-H1U14-vm3,10.164.122.41,10.164.122.41,VM,-,DelivCentral,Hyna,delivcentral,Debian 12.9,16,None,HW Encryption Supported,-,None,-,CT1E-NON-SAS STORAGE,32,NVMe
CT1E,CT1E-112,CT1E-112-H1U13-vm4,10.164.118.159,10.164.118.159,VM,-,IM,Hyna,IM_hyna,Debian 12.9,16,None,HW Encryption Supported,-,None,-,CT1E-NON-SAS COMPUTE,32,NVMe
CT1E,CT1E-113,CT1E-113-H1U14-vm3,10.164.118.152,10.164.118.152,VM,-,IM,Hyna,IM_hyna,Debian 12.9,16,None,HW Encryption Supported,-,None,-,CT1E-NON-SAS COMPUTE,32,NVMe
CT1E,CT1E-116,CT1E-116-H1U10-vm4,10.164.118.155,10.164.118.155,VM,-,IM,Hyna,IM_hyna,Debian 12.9,16,None,HW Encryption Supported,-,None,-,CT1E-NON-SAS COMPUTE,32,NVMe
CT1E,CT1E-111,CT1E-111-H1U10-vm3,10.164.118.163,10.164.118.163,VM,-,IM,Hyna,IM_hyna,Debian 12.9,16,None,HW Encryption Supported,-,None,-,CT1E-NON-SAS COMPUTE,16,NVMe
CT1E,CT1E-111,CT1E-111-H1U14-vm27,10.164.118.167,10.164.118.167,VM,-,IM,Hyna,IM_hyna,Debian 12.9,16,None,HW Encryption Supported,-,None,-,CT1E-NON-SAS COMPUTE,16,NVMe
CT1E,CT1E-113,CT1E-113-H1U11-vm4,10.164.118.171,10.164.118.171,VM,-,IM,Hyna,IM_hyna,Debian 12.9,16,None,HW Encryption Supported,-,None,-,CT1E-NON-SAS COMPUTE,16,NVMe
CT1E,CT1E-111,CT1E-111-H1U12-vm5,10.164.201.134,10.164.201.134,VM,-,Jproxy,Hyna,Apptics_HYNA,Debian 12.9,64,None,HW Encryption Supported,-,None,-,CT1E-COMMON APP-1,32,NVMe
CT1E,CT1E-111,CT1E-111-H1U14-vm5,10.164.201.127,10.164.201.127,VM,-,Jproxy,Hyna,Apptics_HYNA,Debian 12.9,64,None,HW Encryption Supported,-,None,-,CT1E-COMMON APP-1,32,NVMe
CT1E,CT1E-112,CT1E-112-H1U10-vm5,10.164.201.124,10.164.201.124,VM,-,Jproxy,Hyna,Apptics_HYNA,Debian 12.9,64,None,HW Encryption Supported,-,None,-,CT1E-COMMON APP-1,32,NVMe
CT1E,CT1E-119,CT1E-119-D1R32-vm20,10.164.117.108,10.164.117.108,VM,-,Kural,Hyna,KURAL_HYNA,Debian 13.4,16,None,HW Encryption Supported,-,None,ZOHOCHN-SIFY/25-26/0066,CT1E-NON-SAS COMPUTE,32,NVMe
CT1E,CT1E-0117,CT1E-0117-D1R31-vm7,10.164.117.8,10.164.117.8,VM,-,Kural,Hyna,KURAL_HYNA,Debian 13.5,16,None,HW Encryption Supported,-,None,-,CT1E-NON-SAS COMPUTE,32,NVMe
CT1E,CT1E-0115,CT1E-0115-D1R34-vm2,10.164.117.0,10.164.117.0,VM,-,Kural,Hyna,KURAL_HYNA,Debian 13.5,16,None,HW Encryption Supported,-,None,-,CT1E-NON-SAS COMPUTE,32,NVMe
CT1E,CT1E-119,CT1E-119-D1R32-vm25,10.164.118.224,10.164.118.224,VM,-,Logs,Hyna,logs_hyna,Debian 13.5,32,None,HW Encryption Supported,-,None,ZOHOCHN-SIFY/25-26/0066,CT1E-NON-SAS COMPUTE,32,NVMe
CT1E,CT1E-119,CT1E-119-D1R32-vm45,10.164.119.14,10.164.119.14,VM,-,Logs,Hyna,logs_hyna,Debian 13.5,32,None,HW Encryption Supported,-,None,ZOHOCHN-SIFY/25-26/0066,CT1E-NON-SAS COMPUTE,32,NVMe
CT1E,CT1E-0115,CT1E-0115-D1R32-vm6,10.164.119.27,10.164.119.27,VM,-,Logs,Hyna,logs_hyna,Debian 13.5,32,None,HW Encryption Supported,-,None,-,CT1E-NON-SAS COMPUTE,32,NVMe
CT1E,CT1E-0115,CT1E-0115-D1R33-vm16,10.164.119.62,10.164.119.62,VM,-,Logs,Hyna,logs_hyna2,Debian 13.4,32,None,HW Encryption Supported,-,None,-,CT1E-NON-SAS COMPUTE,32,NVMe
CT1E,CT1E-0117,CT1E-0117-D1R30-vm16,10.164.119.74,10.164.119.74,VM,-,Logs,Hyna,logs_hyna2,Debian 13.4,32,None,HW Encryption Supported,-,None,-,CT1E-NON-SAS COMPUTE,32,NVMe
CT1E,CT1E-115,CT1E-115-D1R30-vm13,10.164.119.9,10.164.119.9,VM,-,Logs,Hyna,logs_hyna2,Debian 13.4,32,None,HW Encryption Supported,-,None,ZOHOCHN-SIFY/25-26/0066,CT1E-NON-SAS COMPUTE,32,NVMe
CT1E,CT1E-0117,CT1E-0117-D1R30-vm17,10.164.117.219,10.164.117.219,VM,-,Logs-Test,Hyna,logs_hyna2,Debian 13.4,32,None,HW Encryption Supported,-,None,-,CT1E-NON-SAS COMPUTE,32,NVMe
CT1E,CT1E-118,CT1E-118-D1R30-vm6,10.164.117.141,10.164.117.141,VM,-,Logs-Test,Hyna,logs_hyna,Debian 13.5,32,None,HW Encryption Supported,-,None,ZOHOCHN-SIFY/25-26/0066,CT1E-NON-SAS COMPUTE,32,NVMe
CT1E,CT1E-119,CT1E-119-D1R33-vm6,10.164.117.146,10.164.117.146,VM,-,Logs-Test,Hyna,logs_hyna,Debian 13.5,32,None,HW Encryption Supported,-,None,ZOHOCHN-SIFY/25-26/0066,CT1E-NON-SAS COMPUTE,32,NVMe
CT1E,CT1E-0115,CT1E-0115-D1R31-vm6,10.164.117.153,10.164.117.153,VM,-,Logs-Test,Hyna,logs_hyna,Debian 13.5,32,None,HW Encryption Supported,-,None,-,CT1E-NON-SAS COMPUTE,32,NVMe
CT1E,CT1E-113,CT1E-113-H1U11-vm9,10.164.117.230,10.164.117.230,VM,-,Logs-Test,Hyna,logs_hyna2,Debian 13.4,32,None,HW Encryption Supported,-,None,-,CT1E-NON-SAS COMPUTE,32,NVMe
CT1E,CT1E-113,CT1E-113-H1U12-vm9,10.164.117.223,10.164.117.223,VM,-,Logs-Test,Hyna,logs_hyna2,Debian 13.4,32,None,HW Encryption Supported,-,None,-,CT1E-NON-SAS COMPUTE,32,NVMe
CT1E,CT1E-0112,CT1E-0112-D1R31-vm17,10.164.118.200,10.164.118.200,VM,-,Logs360cloud,Hyna,Logs360cloud,Debian 13.5,32,None,HW Encryption Supported,-,None,-,CT1E-NON-SAS COMPUTE,32,NVMe
CT1E,CT1E-0113,CT1E-0113-D1R32-vm13,10.164.118.208,10.164.118.208,VM,-,Logs360cloud,Hyna,Logs360cloud,Debian 13.5,32,None,HW Encryption Supported,-,None,-,CT1E-NON-SAS COMPUTE,32,NVMe
CT1E,CT1E-0113,CT1E-0113-D1R34-vm17,10.164.118.250,10.164.118.250,VM,-,Logs360cloud,Hyna,Logs360cloud,Debian 13.5,32,None,HW Encryption Supported,-,None,-,CT1E-NON-SAS COMPUTE,32,NVMe
CT1E,CT1E-304,CT1E-304-GTA08-N1,10.164.119.149,10.164.119.149,PHYSICAL_SERVER,AS -2115GT-HNTR,Mi,Hyna,Dev-cluster-1,Debian 12.9,256,None,HW Encryption Supported,-,None,ZOHO CHN-SIFY/25-26/0072,CT1E-NON-SAS COMPUTE,32,NVMe
CT1E,CT1E-302,CT1E-302-GTA08-N1,10.164.119.137,10.164.119.137,PHYSICAL_SERVER,AS -2115GT-HNTR,Mi,Hyna,Dev-cluster-2,Debian 12.9,256,None,HW Encryption Supported,-,None,ZOHO CHN-SIFY/25-26/0072,CT1E-NON-SAS COMPUTE,32,NVMe
CT1E,CT1E-301,CT1E-301-GTA08-N1,10.164.119.114,10.164.119.114,PHYSICAL_SERVER,AS -2115GT-HNTR,Mi,Hyna,Dev-cluster-2,Debian 12.9,256,None,HW Encryption Supported,-,None,ZOHO CHN-SIFY/25-26/0072,CT1E-NON-SAS COMPUTE,32,NVMe
CT1E,CT1E-306,CT1E-306-GTA08-N1,10.164.119.19,10.164.119.19,PHYSICAL_SERVER,AS -2115GT-HNTR,Mi,Hyna,Dev-cluster-1,Debian 12.9,256,None,HW Encryption Supported,-,None,ZOHO CHN-SIFY/25-26/0072,CT1E-NON-SAS COMPUTE,32,NVMe
CT1E,CT1E-303,CT1E-303-GTA08-N1,10.164.119.128,10.164.119.128,PHYSICAL_SERVER,AS -2115GT-HNTR,Mi,Hyna,Dev-cluster-2,Debian 12.9,256,None,HW Encryption Supported,-,None,ZOHO CHN-SIFY/25-26/0072,CT1E-NON-SAS COMPUTE,32,NVMe
CT1E,CT1E-305,CT1E-305-GTA08-N1,10.164.119.163,10.164.119.163,PHYSICAL_SERVER,AS -2115GT-HNTR,Mi,Hyna,Dev-cluster-1,Debian 12.9,256,None,HW Encryption Supported,-,None,ZOHO CHN-SIFY/25-26/0072,CT1E-NON-SAS COMPUTE,32,NVMe
CT1E,CT1E-111,CT1E-111-H1U28,10.164.139.38,10.164.139.38,PHYSICAL_SERVER,ProLiant DL325 Gen11,Mi,Hyna,MI-Hyna,Debian 12.9,128,None,HW Encryption Supported,-,None,-,CT1E-ZAN-STORAGE,32,NVMe
CT1E,CT1E-111,CT1E-111-H1U27,10.164.139.31,10.164.139.31,PHYSICAL_SERVER,ProLiant DL325 Gen11,Mi,Hyna,MI-Hyna,Debian 12.9,128,None,HW Encryption Supported,-,None,-,CT1E-ZAN-STORAGE,32,NVMe
CT1E,CT1E-113,CT1E-113-H1U19,10.164.139.40,10.164.139.40,PHYSICAL_SERVER,ProLiant DL325 Gen11,Mi,Hyna,MI-Hyna,Debian 12.9,128,None,HW Encryption Supported,-,None,-,CT1E-ZAN-STORAGE,32,NVMe
CT1E,CT1E-111,CT1E-111-H1U20,10.164.139.60,10.164.139.60,PHYSICAL_SERVER,ProLiant DL325 Gen11,Mi,Hyna,MI-Hyna-2,Debian 12.9,128,None,HW Encryption Supported,-,None,-,CT1E-ZAN-STORAGE,32,NVMe
CT1E,CT1E-111,CT1E-111-H1U21,10.164.139.24,10.164.139.24,PHYSICAL_SERVER,ProLiant DL325 Gen11,Mi,Hyna,MI-Hyna-2,Debian 12.9,128,None,HW Encryption Supported,-,None,-,CT1E-ZAN-STORAGE,32,NVMe
CT1E,CT1E-120,CT1E-120-H1U15,10.164.139.30,10.164.139.30,PHYSICAL_SERVER,ProLiant DL325 Gen11,Mi,Hyna,MI-Hyna-2,Debian 12.9,128,None,HW Encryption Supported,-,None,-,CT1E-ZAN-STORAGE,32,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0508,CT1B-0508-H1U31-vm1,172.20.203.229,172.20.203.229,VM,-,Mics,Hyna,micstest2,Debian 12.9,16,Unknown,HW Encryption Not Supported,-,None,-,VLAN-172.20,16,NVMe
NWL-HALL3-POD3-ROW6,CT1D-0601,CT1D-0601-D1R37-vm43,172.20.51.84,172.20.51.84,VM,-,Mics,Hyna,micstest2,Debian 12.9,16,None,Not Known,-,None,ZOHOEST/24-25/2010,VLAN-172.20,16,NVMe
NWL-HALL3-POD3-ROW6,CT1D-0601,CT1D-0601-D1R25-vm26,172.20.51.83,172.20.51.83,VM,-,Mics,Hyna,micstest2,Debian 12.9,16,None,Not Known,-,None,ZOHOEST/24-25/2010,VLAN-172.20,16,NVMe
CT1E,CT1E-117,CT1E-117-H1U10-vm9,10.164.118.86,10.164.118.86,VM,-,Mics,Hyna,micstest3,Debian 12.9,16,None,HW Encryption Supported,-,None,-,CT1E-NON-SAS COMPUTE,32,NVMe
CT1E,CT1E-117,CT1E-117-H1U14-vm3,10.164.118.88,10.164.118.88,VM,-,Mics,Hyna,micstest3,Debian 12.9,16,None,HW Encryption Supported,-,None,-,CT1E-NON-SAS COMPUTE,32,NVMe
CT1E,CT1E-0113,CT1E-0113-D1R30-vm1,10.164.118.50,10.164.118.50,VM,-,Mics,Hyna,micstest3,Debian 12.9,16,None,HW Encryption Supported,-,None,-,CT1E-NON-SAS COMPUTE,32,NVMe
NWL-HALL3-POD3-ROW6,CT1D-0603,CT1D-0603-D1R37-vm43,172.20.83.28,172.20.83.28,VM,-,Murphy,Hyna,MurphyHyna,Debian 12.9,32,None,Not Known,-,None,ZOHOEST/24-25/2010,VLAN-172.20,32,NVMe
NWL-HALL3-POD3-ROW6,CT1D-0603,CT1D-0603-D1R40-vm43,172.20.83.24,172.20.83.24,VM,-,Murphy,Hyna,MurphyHyna,Debian 12.9,32,None,Not Known,-,None,ZOHOEST/24-25/2010,VLAN-172.20,32,NVMe
NWL-HALL3-POD3-ROW6,CT1D-0603,CT1D-0603-D1R32-vm6,172.20.83.8,172.20.83.8,VM,-,Murphy,Hyna,MurphyHyna,Debian 12.9,32,None,HW Encryption Supported,-,None,ZOHOEST/24-25/2079,VLAN-172.20,32,NVMe
KTA,KTA-0104,KTA-0104-GTA20-N2-vm8,10.134.35.72,10.134.35.72,VM,-,Pagesense,Hyna,PageSenseHyna,Debian 12.9,32,None,HW Encryption Supported,-,None,ZOHO KRISP/24-25/0408,KRISP-CT1-COMMON-DB1,32,NVMe
KTA,KTA-0104,KTA-0104-GTA20-N4-vm7,10.134.35.70,10.134.35.70,VM,-,Pagesense,Hyna,PageSenseHyna,Debian 12.9,32,None,HW Encryption Supported,-,None,ZOHO KRISP/24-25/0408,KRISP-CT1-COMMON-DB1,32,NVMe
KTA,KTA-0201,KTA-0201-GTA20-N1-vm8,10.134.35.80,10.134.35.80,VM,-,Pagesense,Hyna,PageSenseHyna,Debian 12.9,32,None,HW Encryption Supported,-,None,ZOHO KRISP/24-25/0408,KRISP-CT1-COMMON-DB1,32,NVMe
NWL-HALL4-POD1-ROW2,CT1B-0202,CT1B-0202-GHC28-N1-vm15,172.20.88.135,172.20.88.135,VM,-,RTCPCloud,Hyna,rtcp,Debian 12.7,8,SME,HW Encryption Supported,-,None,ZOHOEST/22-23/1006,VLAN-172.20,16,SSD
NWL-HALL4-POD5-ROW5,CT1B-0501,CT1B-0501-H1U15-vm13,172.20.60.37,172.20.60.37,VM,-,RTCPCloud,Hyna,rtcp,Debian 12.7,8,None,HW Encryption Not Supported,-,None,-,VLAN-172.20,32,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0502,CT1B-0502-H1U16-vm11,172.20.60.10,172.20.60.10,VM,-,RTCPCloud,Hyna,rtcp,Debian 12.7,8,None,HW Encryption Not Supported,-,None,-,VLAN-172.20,32,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0502,CT1B-0502-H1U18-vm7,172.20.60.42,172.20.60.42,VM,-,RTCPCloud,Hyna,rtcp,Debian 12.7,8,None,HW Encryption Not Supported,-,None,-,VLAN-172.20,32,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0502,CT1B-0502-H1U14-vm4,172.20.60.44,172.20.60.44,VM,-,RTCPCloud,Hyna,rtcp,Debian 12.7,8,None,HW Encryption Not Supported,-,None,-,VLAN-172.20,32,NVMe
CT1E,CT1E-0114,CT1E-0114-D1R34-vm19,10.164.37.188,10.164.37.188,VM,-,RTCPCloud-Csez,Hyna,rtcp,Debian 13.5,4,None,HW Encryption Supported,-,None,-,CT1E-COMMON APP-4,32,NVMe
CT1E,CT1E-119,CT1E-119-D1R32-vm10,10.164.37.220,10.164.37.220,VM,-,RTCPCloud-Csez,Hyna,rtcp,Debian 13.5,4,None,HW Encryption Supported,-,None,ZOHOCHN-SIFY/25-26/0066,CT1E-COMMON APP-4,32,NVMe
CT1E,CT1E-0117,CT1E-0117-D1R31-vm28,10.164.37.201,10.164.37.201,VM,-,RTCPCloud-Csez,Hyna,rtcp,Debian 13.5,4,None,HW Encryption Supported,-,None,-,CT1E-COMMON APP-4,32,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0507,CT1B-0507-H1U22-vm38,10.65.155.128,10.65.155.128,VM,-,Site24x7,Hyna,Site24x7-RUM,Debian 12.6,16,Unknown,HW Encryption Not Supported,-,None,-,CT1-COMMON-APP1,32,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0507,CT1B-0507-H1U24-vm40,10.65.155.32,10.65.155.32,VM,-,Site24x7,Hyna,Site24x7-RUM,Debian 12.6,16,Unknown,HW Encryption Not Supported,-,None,-,CT1-COMMON-APP1,32,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0506,CT1B-0506-H1U32-vm41,10.65.154.247,10.65.154.247,VM,-,Site24x7,Hyna,Site24x7-RUM,Debian 12.6,16,Unknown,HW Encryption Not Supported,-,None,-,CT1-COMMON-APP1,32,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0502,CT1B-0502-D2C28-N2-vm2,172.20.75.156,172.20.75.156,VM,-,Site24x7,Hyna,site24x7,Debian 12.6,16,Unknown,HW Encryption Not Supported,-,None,-,VLAN-172.20,32,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0505,CT1B-0505-D2C20-N4-vm7,172.20.89.168,172.20.89.168,VM,-,Site24x7,Hyna,site24x7,Debian 13.4,16,Unknown,HW Encryption Supported,-,None,ZOHO EST/23-24/1979,VLAN-172.20,32,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0507,CT1B-0507-H1U35-vm46,172.20.86.220,172.20.86.220,VM,-,Site24x7,Hyna,site24x7,Debian 12.6,16,Unknown,Not Known,-,None,-,VLAN-172.20,16,SSD
NWL-HALL4-POD5-ROW5,CT1B-0505,CT1B-0505-H1U33-vm10,172.20.204.203,172.20.204.203,VM,-,Site24x7,Hyna,site24x7,Debian 12.6,16,None,HW Encryption Not Supported,-,None,-,VLAN-172.20,16,NVMe
CT1E,CT1E-116,CT1E-116-H1U12-vm28,10.164.119.200,10.164.119.200,VM,-,Voice,Hyna,ZohoVoice,Debian 12.9,32,None,HW Encryption Supported,-,None,-,CT1E-NON-SAS COMPUTE,32,NVMe
CT1E,CT1E-116,CT1E-116-H1U14-vm47,10.164.119.210,10.164.119.210,VM,-,Voice,Hyna,ZohoVoice,Debian 12.9,32,None,HW Encryption Supported,-,None,-,CT1E-NON-SAS COMPUTE,32,NVMe
CT1E,CT1E-119,CT1E-119-H1U14-vm31,10.164.119.206,10.164.119.206,VM,-,Voice,Hyna,ZohoVoice,Debian 12.9,32,None,HW Encryption Supported,-,None,-,CT1E-NON-SAS COMPUTE,32,NVMe
CT1E,CT1E-0114,CT1E-0114-D1R30-vm16,10.164.122.39,10.164.122.39,VM,-,Wmsadmin,Hyna,metrics,Debian 12.9,32,None,HW Encryption Supported,-,None,-,CT1E-NON-SAS STORAGE,32,NVMe
CT1E,CT1E-0116,CT1E-0116-D1R34-vm16,10.164.122.168,10.164.122.168,VM,-,Wmsadmin,Hyna,metrics,Debian 13.5,32,None,HW Encryption Supported,-,None,-,CT1E-NON-SAS STORAGE,32,NVMe
CT1E,CT1E-118,CT1E-118-H1U13-vm6,10.164.122.44,10.164.122.44,VM,-,Wmsadmin,Hyna,metrics,Debian 12.9,32,None,HW Encryption Supported,-,None,-,CT1E-NON-SAS STORAGE,32,NVMe
CT1E,CT1E-0115,CT1E-0115-D1R32-vm21,10.164.123.42,10.164.123.42,VM,-,Zakya,Hyna,zakya,Debian 13.5,16,None,HW Encryption Supported,-,None,-,CT1E-NON-SAS STORAGE,32,NVMe
CT1E,CT1E-0116,CT1E-0116-D1R31-vm20,10.164.123.37,10.164.123.37,VM,-,Zakya,Hyna,zakya,Debian 13.1,16,None,HW Encryption Supported,-,None,-,CT1E-NON-SAS STORAGE,64,NVMe
CT1E,CT1E-0116,CT1E-0116-D1R33-vm7,10.164.122.237,10.164.122.237,VM,-,Zakya,Hyna,zakya,Debian 13.1,16,None,HW Encryption Supported,-,None,-,CT1E-NON-SAS STORAGE,32,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0506,CT1B-0506-D2C38-N1-vm8,10.65.148.1,10.65.148.1,VM,-,Accounts,HyperMem,persistence,Debian 12.6,30,Unknown,Not Known,-,None,ZOHO EST/24-25/15945,CT1-COMMON-APP1,32,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0506,CT1B-0506-D2C28-N2-vm5,10.65.149.133,10.65.149.133,VM,-,Accounts,HyperMem,persistence,Debian 12.7,30,Unknown,Not Known,-,None,ZOHO EST/24-25/1594,CT1-COMMON-APP1,16,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0501,CT1B-0501-GTA22-N1-vm32,172.20.90.121,172.20.90.121,VM,-,Accounts,HyperMem,keydb,Debian 11.7,4,None,HW Encryption Supported,-,None,ZOHO EST/23-24/0702,VLAN-172.20,32,NVMe
ME-Lab,CT1A20,CT1A20-I2C35-N3-vm31,172.20.86.178,172.20.86.178,VM,-,BDaaSAdmin,HyperMem,PC_Hypermem,Debian 12.6,8,Unknown,HW Encryption Supported,Master,None,-,VLAN-172.20,20,SSD
NWL-HALL4-POD5-ROW5,CT1B-0507,CT1B-0507-H1U24-vm18,172.20.203.129,172.20.203.129,VM,-,BDaaSAdmin,HyperMem,PC_Hypermem,Debian 12.6,8,Unknown,HW Encryption Not Supported,Slave,None,-,VLAN-172.20,32,NVMe
NWL-HALL4-POD1-ROW2,CT1B-0201,CT1B-0201-H1U18-vm19,10.65.155.171,10.65.155.171,VM,-,Cloud,HyperMem,crm-cache,Debian 12.6,8,None,HW Encryption Not Supported,Master,None,-,CT1-COMMON-APP1,32,NVMe
ME-Lab,CT1A20,CT1A20-I2C31-N2-vm14,172.20.84.213,172.20.84.213,VM,-,Cloud,HyperMem,wms,Debian 11.7,8,Unknown,HW Encryption Supported,Master,None,-,VLAN-172.20,40,SSD
